"name","latitude","longitude","arrondissement","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,4,28,"Wednesday",0,0,70.6666666666667,35.3333333333333,13.1,1,1,2,12.8,4.3
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,5,5,"Wednesday",1,0,180.233333333333,16.3848484848485,NA,5,5,11,10.7,0.8
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,5,28,"Friday",1,0,343.916666666667,17.1958333333333,NA,7,11,20,7.8,0
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,6,17,"Thursday",0,0,51.95,17.3166666666667,11.5425,2,1,3,18.2,0
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,6,18,"Friday",1,0,273.933333333333,13.6966666666667,NA,9,9,20,21.2,4.8
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,6,19,"Saturday",1,0,301.233333333333,15.0616666666667,NA,6,8,20,20.7,1.9
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,6,28,"Monday",0,0,32.3166666666667,8.07916666666667,9.8475,1,2,4,27,2.3
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,7,1,"Thursday",0,1,141.083333333333,17.6354166666667,31.1625,6,1,8,20.6,0
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,7,29,"Thursday",0,0,86.3166666666667,12.3309523809524,21.6975,5,1,7,17.7,0.7
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,8,8,"Sunday",0,0,76.3,9.5375,21.445,1,2,8,24,0
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,8,21,"Saturday",1,0,424.5,13.6935483870968,NA,9,16,31,27.5,0
"10e avenue / Holt",45.5519116,-73.5792112,"Rosemont - La Petite-Patrie",868,9,13,"Monday",0,0,20.9666666666667,6.98888888888889,6.895,2,1,3,17.3,0.2
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,4,24,"Saturday",1,0,773.016666666667,16.8047101449275,NA,12,32,46,14.1,0
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,5,13,"Thursday",0,0,100.633333333333,16.7722222222222,22.595,1,4,6,13.4,0
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,7,4,"Sunday",1,0,846.216666666667,12.0888095238095,NA,18,40,70,18.4,0
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,7,30,"Friday",0,0,155.083333333333,11.077380952381,40.7625,1,7,14,16.5,0
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,8,7,"Saturday",1,0,840.8,11.2106666666667,NA,16,37,75,23.6,0.8
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,8,14,"Saturday",1,0,994.8,15.0727272727273,NA,11,33,66,20.9,0.2
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,9,23,"Thursday",1,0,985.616666666667,13.501598173516,NA,17,45,73,24.7,6.3
"10e avenue / Masson",45.550306,-73.573353,"Rosemont - La Petite-Patrie",607,10,26,"Tuesday",0,0,81.35,16.27,18.4525,0,3,5,9.6,6.4
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,4,16,"Friday",0,0,75.6166666666667,25.2055555555556,15.0925,0,3,3,6,7.7
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,4,16,"Friday",1,0,32.75,10.9166666666667,NA,2,0,3,6,7.7
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,4,21,"Wednesday",0,0,5.25,5.25,2.0375,1,0,1,1.1,6.2
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,5,1,"Saturday",0,0,77.65,38.825,14.1475,1,1,2,5.9,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,6,10,"Thursday",1,0,346.066666666667,19.2259259259259,NA,6,7,18,18.5,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,6,15,"Tuesday",1,0,505.066666666667,18.7061728395062,NA,11,12,27,17.9,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,6,27,"Sunday",1,0,365.833333333333,17.4206349206349,NA,5,15,21,26.9,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,7,7,"Wednesday",0,0,62.0333333333333,20.6777777777778,13.055,2,1,3,16.4,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,7,25,"Sunday",1,0,208.416666666667,17.3680555555556,NA,0,10,12,22.8,13.9
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,7,26,"Monday",1,0,368.35,14.734,NA,6,13,25,23.5,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,8,25,"Wednesday",1,0,454.766666666667,15.1588888888889,NA,14,13,30,26.6,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,8,26,"Thursday",0,0,152.816666666667,19.1020833333333,32.9225,0,3,8,27.6,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,9,8,"Wednesday",0,0,82.5333333333333,13.7555555555556,19.88,2,3,6,18.6,1
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,9,20,"Monday",1,0,303.666666666667,18.9791666666667,NA,7,5,16,17.3,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,9,27,"Monday",1,0,209.75,16.1346153846154,NA,5,7,13,13.6,3.1
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,10,14,"Thursday",0,0,92.0833333333333,15.3472222222222,21.3125,3,3,6,18.3,0
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,10,21,"Thursday",0,0,87.2,14.5333333333333,20.58,2,4,6,11.7,5.8
"12e avenue / St-Zotique",45.556867,-73.589307,"Rosemont - La Petite-Patrie",597,10,31,"Sunday",1,0,64.55,16.1375,NA,1,2,4,9.6,37
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,4,18,"Sunday",1,0,474.283333333333,17.566049382716,NA,9,18,27,9.1,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,5,3,"Monday",1,0,267.183333333333,15.7166666666667,NA,8,8,17,7.6,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,5,6,"Thursday",0,0,148.116666666667,24.6861111111111,29.7175,2,4,6,10.2,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,5,20,"Thursday",1,0,511.2,14.2,NA,20,14,36,23.4,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,5,29,"Saturday",1,0,615.65,19.8596774193548,NA,6,21,31,11.4,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,6,21,"Monday",0,0,40.4666666666667,13.4888888888889,9.82,0,3,3,24.1,2.9
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,7,3,"Saturday",1,0,470.15,14.6921875,NA,6,21,32,16.5,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,7,7,"Wednesday",0,0,119.516666666667,23.9033333333333,24.1775,2,2,5,16.4,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,7,14,"Wednesday",1,0,405.716666666667,13.0876344086022,NA,12,16,31,24.2,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,9,25,"Saturday",1,0,657.6,14.9454545454545,NA,12,29,44,16.7,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,9,26,"Sunday",0,0,193.733333333333,24.2166666666667,39.06,2,4,8,16.7,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,10,14,"Thursday",1,0,688.216666666667,12.9852201257862,NA,24,22,53,18.3,0
"15e avenue / Masson",45.553898,-73.571387,"Rosemont - La Petite-Patrie",611,10,27,"Wednesday",1,0,533.533333333333,13.0130081300813,NA,21,14,41,9.6,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,4,25,"Sunday",0,0,52.8,26.4,10.42,2,0,2,9.2,1.4
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,4,29,"Thursday",0,0,66.7166666666667,16.6791666666667,15.0075,0,3,4,13.8,0.8
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,4,30,"Friday",0,0,7.18333333333333,7.18333333333333,2.3275,0,1,1,7.9,27.8
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,5,15,"Saturday",1,0,225.983333333333,15.0655555555556,NA,6,7,15,17.7,0.2
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,5,25,"Tuesday",1,0,342.05,16.2880952380952,NA,4,15,21,19.7,0.5
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,5,27,"Thursday",1,0,385.633333333333,14.8320512820513,NA,6,13,26,11.5,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,6,14,"Monday",0,0,24.0666666666667,12.0333333333333,6.11,0,2,2,20.6,7.8
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,6,23,"Wednesday",0,0,20.65,20.65,4.3475,0,0,1,14.5,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,6,26,"Saturday",1,0,106.4,15.2,NA,3,3,7,21.4,20.8
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,6,29,"Tuesday",1,0,454.933333333333,18.9555555555556,NA,5,12,24,25.6,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,7,4,"Sunday",0,0,66.55,16.6375,14.9825,1,3,4,18.4,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,7,4,"Sunday",1,0,236.066666666667,21.4606060606061,NA,3,7,11,18.4,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,7,22,"Thursday",1,0,224.683333333333,13.2166666666667,NA,3,11,17,19.6,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,8,4,"Wednesday",1,0,318.066666666667,14.4575757575758,NA,7,12,22,21.1,0.2
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,8,11,"Wednesday",1,0,256.216666666667,12.8108333333333,NA,3,16,20,27,5
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,8,23,"Monday",1,0,582.866666666667,13.5550387596899,NA,12,26,43,26.7,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,8,28,"Saturday",1,0,168.683333333333,11.2455555555556,NA,2,9,15,18.9,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,9,24,"Friday",0,0,50.9166666666667,25.4583333333333,10.1375,0,1,2,18.3,26.5
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,9,24,"Friday",1,0,371.533333333333,12.8114942528736,NA,9,12,29,18.3,26.5
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,10,19,"Tuesday",0,0,26.6166666666667,13.3083333333333,6.4925,0,0,2,8.8,0
"16e avenue / Beaubien",45.558281,-73.583159,"Rosemont - La Petite-Patrie",560,11,7,"Sunday",0,0,24.7,12.35,6.205,0,2,2,6.9,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,4,13,"Tuesday",1,0,296.483333333333,15.6043859649123,NA,4,15,19,12.1,0.2
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,5,11,"Tuesday",0,0,114.466666666667,22.8933333333333,23.42,1,4,5,9.8,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,5,14,"Friday",0,0,78.3,26.1,15.495,1,1,3,17.8,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,6,13,"Sunday",0,0,123.6,24.72,24.79,2,1,5,21.6,2.8
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,8,23,"Monday",1,0,434.483333333333,16.091975308642,NA,7,11,27,26.7,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,8,27,"Friday",1,0,521.25,20.85,NA,5,17,25,21.2,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,9,4,"Saturday",1,0,336.25,17.6973684210526,NA,3,12,19,19,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,9,15,"Wednesday",1,0,294.75,13.3977272727273,NA,5,11,22,17.6,11.1
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,10,3,"Sunday",1,0,257.683333333333,18.4059523809524,NA,0,10,14,13,0.7
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,10,7,"Thursday",1,0,376.8,17.1272727272727,NA,8,10,22,14.4,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,10,11,"Monday",0,1,102.85,25.7125,20.4275,0,2,4,18.4,0
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,10,17,"Sunday",0,0,36.2833333333333,18.1416666666667,7.9425,1,1,2,11.1,0.2
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,10,21,"Thursday",0,0,16.3666666666667,16.3666666666667,3.705,0,1,1,11.7,5.8
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,10,25,"Monday",1,0,173.133333333333,11.5422222222222,NA,7,6,15,6.5,0.5
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,11,12,"Friday",1,0,65.3,16.325,NA,0,2,4,7.7,20.4
"16e avenue / Jean-Talon",45.56244,-73.595333,"Villeray - Saint-Michel - Parc-Extension",487,11,14,"Sunday",1,0,102.9,12.8625,NA,3,5,8,4.1,3
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,4,12,"Monday",1,0,223.166666666667,15.9404761904762,NA,5,9,14,12.9,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,4,23,"Friday",1,0,179.1,16.2818181818182,NA,4,6,11,8.3,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,5,8,"Saturday",1,0,459.933333333333,20.9060606060606,NA,8,13,22,11.7,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,5,12,"Wednesday",0,0,49.9333333333333,24.9666666666667,9.99,0,2,2,12,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,7,28,"Wednesday",0,0,45.7166666666667,9.14333333333333,13.1075,1,2,5,19.2,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,8,5,"Thursday",0,0,10.7333333333333,10.7333333333333,2.86,0,1,1,22.1,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,8,9,"Monday",1,0,359.6,12.8428571428571,NA,10,11,28,25.2,0.2
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,8,17,"Tuesday",1,0,429.183333333333,13.4119791666667,NA,13,15,32,21.2,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,8,20,"Friday",0,0,43,10.75,11.45,1,1,4,25.9,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,9,2,"Thursday",0,0,73.5333333333333,12.2555555555556,18.53,3,2,6,15.6,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,9,9,"Thursday",1,0,325.283333333333,12.5108974358974,NA,7,13,26,19.5,1.6
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,9,16,"Thursday",0,0,98.5166666666667,16.4194444444444,22.2775,3,3,6,16.9,0.2
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,9,29,"Wednesday",1,0,508.466666666667,15.8895833333333,NA,13,17,32,11.2,0
"16e avenue / St-Joseph",45.55287,-73.565631,"Rosemont - La Petite-Patrie",100,10,29,"Friday",0,0,125.65,17.95,27.5975,1,3,7,7.8,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,4,11,"Sunday",1,0,161.6,20.2,NA,1,7,8,12.5,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,4,27,"Tuesday",1,0,276.066666666667,13.8033333333333,NA,5,15,20,8,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,5,3,"Monday",1,0,324,18,NA,6,12,18,7.6,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,5,9,"Sunday",1,0,457.266666666667,16.3309523809524,NA,2,24,28,11.4,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,5,26,"Wednesday",0,0,61,15.25,14.15,1,3,4,24,0.4
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,6,4,"Friday",0,0,21.6166666666667,10.8083333333333,5.7425,0,1,2,22,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,6,7,"Monday",0,0,140.95,15.6611111111111,32.3925,0,5,9,27.6,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,6,25,"Friday",0,0,73.7166666666667,18.4291666666667,16.0575,3,1,4,22.2,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,6,27,"Sunday",1,0,383.666666666667,17.4393939393939,NA,9,11,22,26.9,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,7,10,"Saturday",1,0,679.4,16.985,NA,7,16,40,19,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,7,16,"Friday",1,0,567.3,17.1909090909091,NA,11,16,33,22,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,7,19,"Monday",0,0,121.266666666667,24.2533333333333,24.44,1,2,5,23.3,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,7,30,"Friday",0,0,107.35,21.47,22.3525,1,4,5,16.5,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,8,10,"Tuesday",1,0,889.566666666667,18.5326388888889,NA,15,19,48,26.5,10.4
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,8,20,"Friday",0,0,203.566666666667,22.6185185185185,41.785,2,6,9,25.9,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,9,4,"Saturday",0,0,83.8666666666667,11.9809523809524,21.33,1,2,7,19,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,9,5,"Sunday",0,0,51.85,12.9625,12.7775,2,0,4,19.5,13.6
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,9,7,"Tuesday",1,0,709.816666666667,16.132196969697,NA,11,27,44,17.9,0
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,9,16,"Thursday",0,0,69.8,17.45,15.47,0,4,4,16.9,0.2
"18e avenue / Rosemont",45.557896,-73.576529,"Rosemont - La Petite-Patrie",601,10,15,"Friday",1,0,594.716666666667,12.3899305555556,NA,18,24,48,18.4,0
"19e avenue / Saint-Antoine",45.4397787,-73.6813706,"Lachine",1051,7,30,"Friday",1,0,2.75,2.75,NA,0,1,1,16.5,0
"19e avenue / Saint-Antoine",45.4397787,-73.6813706,"Lachine",1051,9,17,"Friday",1,0,43.1833333333333,43.1833333333333,NA,1,0,1,19.8,0
"19e avenue / Saint-Antoine",45.4397787,-73.6813706,"Lachine",1051,9,26,"Sunday",0,0,47.0666666666667,47.0666666666667,8.31,0,1,1,16.7,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,5,1,"Saturday",1,0,337.966666666667,16.0936507936508,NA,5,15,21,5.9,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,5,9,"Sunday",0,0,36.4833333333333,18.2416666666667,7.9725,0,2,2,11.4,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,6,7,"Monday",0,0,82.3833333333333,16.4766666666667,18.6075,0,2,5,27.6,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,8,1,"Sunday",1,0,364.5,16.5681818181818,NA,5,12,22,16.9,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,8,26,"Thursday",0,0,117.516666666667,19.5861111111111,25.1275,1,2,6,27.6,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,9,2,"Thursday",0,0,123.216666666667,17.602380952381,27.2325,0,5,7,15.6,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,9,13,"Monday",1,0,523.233333333333,18.0425287356322,NA,13,14,29,17.3,0.2
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,10,4,"Monday",0,0,33.1666666666667,16.5833333333333,7.475,1,1,2,12.2,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,10,15,"Friday",0,0,34.15,11.3833333333333,8.8725,1,2,3,18.4,0
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,10,18,"Monday",0,0,12.4,12.4,3.11,1,0,1,9.7,0.7
"19e avenue / St-Zotique",45.561594,-73.585643,"Rosemont - La Petite-Patrie",635,11,1,"Monday",1,0,417.466666666667,18.1507246376812,NA,4,14,23,8,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,4,13,"Tuesday",0,0,7.5,7.5,2.375,0,1,1,12.1,0.2
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,5,16,"Sunday",1,0,168.483333333333,12.0345238095238,NA,3,9,14,15.8,0.3
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,5,22,"Saturday",0,0,46.85,15.6166666666667,10.7775,0,2,3,23.6,0.3
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,6,"Sunday",1,0,357.316666666667,14.8881944444444,NA,8,10,24,24.5,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,8,"Tuesday",0,0,24.45,12.225,6.1675,1,1,2,26.3,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,14,"Monday",0,0,96.55,13.7928571428571,23.2325,2,4,7,20.6,7.8
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,15,"Tuesday",1,0,388.3,14.3814814814815,NA,13,13,27,17.9,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,22,"Tuesday",1,0,400.333333333333,13.8045977011494,NA,13,13,29,15.5,0.2
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,23,"Wednesday",0,0,95.1833333333333,15.8638888888889,21.7775,0,4,6,14.5,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,25,"Friday",0,0,58.5166666666667,19.5055555555556,12.5275,0,1,3,22.2,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,6,30,"Wednesday",0,0,19.2833333333333,9.64166666666667,5.3925,1,1,2,23.4,31.7
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,7,20,"Tuesday",0,0,34.85,17.425,7.7275,1,1,2,21.2,9.6
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,7,28,"Wednesday",1,0,540.083333333333,18.6235632183908,NA,14,12,29,19.2,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,8,1,"Sunday",1,0,65.3333333333333,10.8888888888889,NA,2,3,6,16.9,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,8,8,"Sunday",1,0,228.033333333333,17.5410256410256,NA,3,9,13,24,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,8,16,"Monday",0,0,47.2333333333333,23.6166666666667,9.585,2,0,2,19.5,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,8,22,"Sunday",0,0,180.016666666667,20.0018518518519,38.2525,2,4,9,28.2,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,9,2,"Thursday",0,0,138.116666666667,23.0194444444444,28.2175,0,6,6,15.6,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,9,3,"Friday",0,0,51.8666666666667,17.2888888888889,11.53,1,1,3,18,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,9,7,"Tuesday",0,0,25.6166666666667,12.8083333333333,6.3425,0,1,2,17.9,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,9,8,"Wednesday",0,0,12.1166666666667,6.05833333333333,4.3175,1,0,2,18.6,1
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,9,11,"Saturday",0,0,97.55,32.5166666666667,18.3825,0,1,3,18.4,0
"1ère  avenue / St-Zotique",45.551937,-73.593928,"Rosemont - La Petite-Patrie",598,9,21,"Tuesday",0,0,27.2833333333333,27.2833333333333,5.3425,0,0,1,20.2,0
