"name","latitude","longitude","arrondissement","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
"Lacombe / Victoria",45.490628,-73.628878,"Côte-des-Neiges - Notre-Dame-de-Grâce",996,10,13,"Wednesday",1,0,225.183333333333,10.7230158730159,NA,8,8,21,16.7,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,5,14,"Friday",1,0,204.316666666667,29.1880952380952,NA,1,6,7,17.8,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,5,15,"Saturday",0,0,50,25,10,1,0,2,17.7,0.2
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,6,2,"Wednesday",0,0,64.5166666666667,32.2583333333333,12.1775,0,2,2,20.9,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,6,15,"Tuesday",0,0,5.11666666666667,5.11666666666667,2.0175,0,1,1,17.9,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,7,22,"Thursday",1,0,174.983333333333,24.997619047619,NA,1,5,7,19.6,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,8,1,"Sunday",0,0,50.9166666666667,25.4583333333333,10.1375,0,1,2,16.9,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,8,7,"Saturday",0,0,61.7166666666667,20.5722222222222,13.0075,0,0,3,23.6,0.8
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,8,19,"Thursday",1,0,35.5666666666667,11.8555555555556,NA,0,3,3,23.7,0.5
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,10,9,"Saturday",1,0,151.65,30.33,NA,1,4,5,16,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,10,29,"Friday",1,0,90.3833333333333,18.0766666666667,NA,1,4,5,7.8,0
"Laforest / Dudemaine",45.539806,-73.687266,"Ahuntsic-Cartierville",484,11,5,"Friday",1,0,56.6833333333333,14.1708333333333,NA,1,3,4,3.5,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,4,19,"Monday",0,0,36.6166666666667,18.3083333333333,7.9925,0,2,2,12.3,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,5,19,"Wednesday",1,0,245.283333333333,17.5202380952381,NA,3,9,14,19.2,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,6,8,"Tuesday",1,0,377.333333333333,15.7222222222222,NA,3,17,24,26.3,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,6,17,"Thursday",0,0,39.8833333333333,13.2944444444444,9.7325,3,0,3,18.2,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,6,27,"Sunday",0,0,56.3833333333333,11.2766666666667,14.7075,2,3,5,26.9,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,7,19,"Monday",0,0,57.0333333333333,14.2583333333333,13.555,1,3,4,23.3,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,7,19,"Monday",1,0,320.15,15.2452380952381,NA,6,14,21,23.3,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,8,31,"Tuesday",0,0,77.2833333333333,19.3208333333333,16.5925,2,2,4,20.6,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,9,17,"Friday",0,0,159.2,17.6888888888889,35.13,4,5,9,19.8,0
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,10,2,"Saturday",0,0,17.7666666666667,5.92222222222222,6.415,0,3,3,11.9,11.4
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,10,22,"Friday",0,0,56.8666666666667,18.9555555555556,12.28,0,3,3,8.7,13.8
"Lajeunesse / de Liège",45.5455805,-73.6349,"Villeray - Saint-Michel - Parc-Extension",908,10,24,"Sunday",1,0,255.3,17.02,NA,2,9,15,7.3,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,4,10,"Saturday",0,0,90.3666666666667,18.0733333333333,19.805,3,2,5,16.4,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,4,23,"Friday",1,0,353.15,14.7145833333333,NA,7,14,24,8.3,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,4,29,"Thursday",0,0,73.1166666666667,36.5583333333333,13.4675,0,2,2,13.8,0.8
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,5,18,"Tuesday",0,0,84.05,21.0125,17.6075,0,3,4,20,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,6,6,"Sunday",1,0,455.416666666667,11.1077235772358,NA,5,26,41,24.5,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,6,12,"Saturday",0,0,215.066666666667,19.5515151515152,46.01,0,2,11,19.3,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,6,20,"Sunday",0,0,69.8333333333333,11.6388888888889,17.975,1,5,6,21.8,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,6,29,"Tuesday",0,0,19.8333333333333,6.61111111111111,6.725,1,2,3,25.6,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,6,30,"Wednesday",0,0,233.85,23.385,47.5775,5,1,10,23.4,31.7
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,7,1,"Thursday",1,1,624.15,13.87,NA,6,26,45,20.6,0
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,8,7,"Saturday",0,0,195.266666666667,17.7515151515152,43.04,3,5,11,23.6,0.8
"Lajeunesse / Jarry",45.543771,-73.628509,"Villeray - Saint-Michel - Parc-Extension",122,8,10,"Tuesday",1,0,305.95,16.1026315789474,NA,18,0,19,26.5,10.4
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,4,23,"Friday",1,0,244.516666666667,13.5842592592593,NA,7,11,18,8.3,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,5,2,"Sunday",0,0,23.3833333333333,11.6916666666667,6.0075,0,2,2,10,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,5,24,"Monday",0,1,161.3,26.8833333333333,31.695,1,5,6,14.4,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,6,8,"Tuesday",1,0,359.166666666667,11.5860215053763,NA,10,18,31,26.3,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,7,2,"Friday",0,0,190.033333333333,15.8361111111111,43.505,1,4,12,17.6,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,8,4,"Wednesday",0,0,72.2,14.44,17.08,1,3,5,21.1,0.2
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,8,8,"Sunday",0,0,133.933333333333,13.3933333333333,32.59,1,5,10,24,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,8,16,"Monday",1,0,457.8,12.0473684210526,NA,14,17,38,19.5,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,8,30,"Monday",1,0,385.083333333333,11.6691919191919,NA,5,21,33,24.8,5.3
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,9,10,"Friday",0,0,182.35,14.0269230769231,43.6025,2,8,13,17.1,0.3
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,10,10,"Sunday",0,0,52.9166666666667,13.2291666666667,12.9375,0,1,4,16.2,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,10,14,"Thursday",1,0,842.533333333333,14.7812865497076,NA,17,29,57,18.3,0
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,10,22,"Friday",0,0,112.816666666667,12.5351851851852,28.1725,2,4,9,8.7,13.8
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,10,30,"Saturday",0,0,200.783333333333,15.4448717948718,46.3675,1,6,13,8.2,11.6
"Lajeunesse / Villeray",45.542119,-73.622547,"Villeray - Saint-Michel - Parc-Extension",665,11,2,"Tuesday",1,0,217.533333333333,12.7960784313725,NA,9,7,17,5.4,4
"Langelier / Marie-Victorin",45.6145192,-73.6122447,"Montréal-Nord",1095,10,3,"Sunday",1,0,73.0333333333333,24.3444444444444,NA,1,2,3,13,0.7
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,5,29,"Saturday",0,0,94.2333333333333,31.4111111111111,17.885,0,1,3,11.4,0
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,6,3,"Thursday",1,0,19.3333333333333,9.66666666666667,NA,0,1,2,17.5,6.3
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,6,7,"Monday",1,0,111.066666666667,15.8666666666667,NA,4,2,7,27.6,0
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,6,11,"Friday",0,0,20.3833333333333,20.3833333333333,4.3075,0,1,1,19.7,0.2
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,6,11,"Friday",1,0,120.483333333333,20.0805555555556,NA,1,4,6,19.7,0.2
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,6,25,"Friday",1,0,185.566666666667,23.1958333333333,NA,4,2,8,22.2,0
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,7,24,"Saturday",1,0,237.916666666667,21.6287878787879,NA,5,2,11,21.9,0.6
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,7,27,"Tuesday",0,0,27.9333333333333,27.9333333333333,5.44,0,1,1,19,1.4
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,8,3,"Tuesday",0,0,40.55,20.275,8.5825,0,2,2,21.5,0.2
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,8,6,"Friday",1,0,111.15,13.89375,NA,2,6,8,25.1,0.2
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,8,19,"Thursday",1,0,25.85,12.925,NA,0,2,2,23.7,0.5
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,9,8,"Wednesday",1,0,83.0833333333333,11.8690476190476,NA,1,2,7,18.6,1
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,9,28,"Tuesday",1,0,52.65,10.53,NA,2,3,5,10.5,0.2
"Lapierre / Serge",45.4385441,-73.6202163,"LaSalle",964,10,17,"Sunday",0,0,11.5333333333333,11.5333333333333,2.98,1,0,1,11.1,0.2
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,4,15,"Thursday",1,0,36.6666666666667,9.16666666666667,NA,3,1,4,7.9,22.6
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,5,17,"Monday",0,0,51,25.5,10.15,0,1,2,17.9,0.2
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,5,31,"Monday",0,0,64.3666666666667,12.8733333333333,15.905,1,2,5,15.7,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,6,1,"Tuesday",0,0,31.55,15.775,7.2325,0,2,2,19.3,1.4
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,6,4,"Friday",0,0,57.2,19.0666666666667,12.33,0,2,3,22,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,6,13,"Sunday",0,0,58.9666666666667,14.7416666666667,13.845,2,1,4,21.6,2.8
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,6,19,"Saturday",1,0,492.35,14.4808823529412,NA,8,20,34,20.7,1.9
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,7,7,"Wednesday",0,0,148.7,18.5875,32.305,4,2,8,16.4,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,7,25,"Sunday",1,0,337.25,15.3295454545455,NA,4,11,22,22.8,13.9
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,8,12,"Thursday",1,0,464.533333333333,11.6133333333333,NA,8,20,40,26.9,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,8,13,"Friday",1,0,510.6,14.1833333333333,NA,6,24,36,27,0.2
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,9,4,"Saturday",1,0,272.85,10.1055555555556,NA,1,20,27,19,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,9,10,"Friday",0,0,166.633333333333,18.5148148148148,36.245,0,8,9,17.1,0.3
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,9,26,"Sunday",1,0,158.183333333333,8.78796296296296,NA,3,8,18,16.7,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,9,29,"Wednesday",1,0,330.716666666667,9.44904761904762,NA,11,19,35,11.2,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,10,1,"Friday",0,0,156.25,15.625,35.9375,1,5,10,12.5,0
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,10,2,"Saturday",1,0,210.033333333333,10.0015873015873,NA,5,10,21,11.9,11.4
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,10,16,"Saturday",0,0,9.75,9.75,2.7125,0,1,1,15.8,18.7
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,10,21,"Thursday",0,0,25.1333333333333,6.28333333333333,8.77,0,3,4,11.7,5.8
"Larivière / de Lorimier",45.529134,-73.559234,"Ville-Marie",296,11,1,"Monday",0,0,42.9833333333333,21.4916666666667,8.9475,2,0,2,8,0
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,4,22,"Thursday",1,0,18.1,18.1,NA,1,0,1,0.8,0
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,4,26,"Monday",1,0,67.6833333333333,33.8416666666667,NA,0,2,2,4.9,0
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,5,16,"Sunday",0,0,39.65,39.65,7.1975,0,1,1,15.8,0.3
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,5,25,"Tuesday",0,0,152.666666666667,30.5333333333333,29.15,0,1,5,19.7,0.5
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,6,2,"Wednesday",0,0,39.5333333333333,39.5333333333333,7.18,0,1,1,20.9,0
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,7,28,"Wednesday",0,0,200.816666666667,33.4694444444444,37.6225,0,3,6,19.2,0
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,9,18,"Saturday",1,0,418.733333333333,34.8944444444444,NA,2,9,12,18.7,0
"LaSalle / 37e avenue",45.4163102,-73.6129159,"LaSalle",786,10,12,"Tuesday",0,0,44.5833333333333,22.2916666666667,9.1875,1,1,2,18.5,0
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,4,13,"Tuesday",0,0,64.1666666666667,32.0833333333333,12.125,0,2,2,12.1,0.2
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,7,6,"Tuesday",1,0,90.0666666666667,30.0222222222222,NA,0,2,3,23.1,1.2
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,7,9,"Friday",1,0,104.683333333333,26.1708333333333,NA,0,1,4,18.1,0
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,7,28,"Wednesday",0,0,179.55,35.91,33.1825,2,3,5,19.2,0
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,8,27,"Friday",1,0,180.8,25.8285714285714,NA,3,4,7,21.2,0
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,9,1,"Wednesday",1,0,138.583333333333,23.0972222222222,NA,4,2,6,18,0
"LaSalle / 80e avenue",45.4157687,-73.6379242,"LaSalle",780,9,4,"Saturday",1,0,425.516666666667,28.3677777777778,NA,4,9,15,19,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,4,12,"Monday",1,0,114.25,38.0833333333333,NA,0,3,3,12.9,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,4,18,"Sunday",1,0,355.583333333333,20.9166666666667,NA,6,11,17,9.1,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,6,21,"Monday",0,0,20.0166666666667,10.0083333333333,5.5025,0,2,2,24.1,2.9
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,6,24,"Thursday",0,1,72.5333333333333,12.0888888888889,18.38,0,4,6,20.4,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,8,2,"Monday",1,0,357.266666666667,19.8481481481481,NA,6,7,18,18.8,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,8,25,"Wednesday",1,0,226.716666666667,17.4397435897436,NA,5,7,13,26.6,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,9,17,"Friday",1,0,129.033333333333,14.337037037037,NA,3,5,9,19.8,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,9,18,"Saturday",1,0,265.533333333333,26.5533333333333,NA,0,10,10,18.7,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,10,11,"Monday",0,1,208.716666666667,29.8166666666667,40.0575,1,5,7,18.4,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,10,11,"Monday",1,1,390.666666666667,22.9803921568627,NA,1,15,17,18.4,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,10,20,"Wednesday",1,0,43.9333333333333,21.9666666666667,NA,0,1,2,11.8,0
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,10,25,"Monday",1,0,22.0666666666667,22.0666666666667,NA,0,1,1,6.5,0.5
"LaSalle / Crawford",45.437914,-73.58274,"Verdun",186,10,28,"Thursday",1,0,13.25,13.25,NA,0,1,1,7.9,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,4,18,"Sunday",0,0,64.5666666666667,21.5222222222222,13.435,0,3,3,9.1,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,5,10,"Monday",0,0,32.3166666666667,10.7722222222222,8.5975,1,2,3,11.4,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,5,13,"Thursday",1,0,108.433333333333,10.8433333333333,NA,1,8,10,13.4,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,5,20,"Thursday",1,0,260.033333333333,15.2960784313725,NA,4,7,17,23.4,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,5,23,"Sunday",1,0,625.633333333333,23.1716049382716,NA,5,17,27,15.8,0.5
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,5,25,"Tuesday",0,0,35.8333333333333,17.9166666666667,7.875,0,1,2,19.7,0.5
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,6,15,"Tuesday",1,0,214.416666666667,17.8680555555556,NA,4,6,12,17.9,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,7,8,"Thursday",1,0,91.9833333333333,13.1404761904762,NA,2,4,7,17.2,16.1
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,7,14,"Wednesday",0,0,12.2833333333333,12.2833333333333,3.0925,0,1,1,24.2,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,8,23,"Monday",0,0,98.9666666666667,49.4833333333333,17.345,0,0,2,26.7,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,9,16,"Thursday",1,0,245.2,18.8615384615385,NA,3,8,13,16.9,0.2
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,9,21,"Tuesday",1,0,288.233333333333,13.7253968253968,NA,4,12,21,20.2,0
"LaSalle / Godin",45.446934,-73.572199,"Verdun",508,11,5,"Friday",1,0,93.3333333333333,11.6666666666667,NA,2,5,8,3.5,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,4,10,"Saturday",0,0,154.666666666667,25.7777777777778,30.7,3,3,6,16.4,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,4,10,"Saturday",1,0,302.9,15.9421052631579,NA,2,14,19,16.4,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,4,26,"Monday",0,0,13.6666666666667,6.83333333333333,4.55,0,2,2,4.9,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,5,6,"Thursday",0,0,13.9333333333333,6.96666666666667,4.59,0,2,2,10.2,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,5,11,"Tuesday",0,0,30.4833333333333,15.2416666666667,7.0725,1,1,2,9.8,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,5,25,"Tuesday",0,0,57.6,9.6,16.14,2,2,6,19.7,0.5
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,5,25,"Tuesday",1,0,543.116666666667,11.0840136054422,NA,17,26,49,19.7,0.5
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,5,31,"Monday",1,0,569.666666666667,11.1699346405229,NA,14,29,51,15.7,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,6,21,"Monday",1,0,801.9,14.3196428571429,NA,15,33,56,24.1,2.9
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,6,25,"Friday",0,0,169.6,18.8444444444444,36.69,0,7,9,22.2,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,6,29,"Tuesday",1,0,598.916666666667,10.5073099415205,NA,10,33,57,25.6,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,6,30,"Wednesday",1,0,407.65,8.67340425531915,NA,16,24,47,23.4,31.7
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,7,1,"Thursday",1,1,591.15,10.9472222222222,NA,12,28,54,20.6,0
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,8,3,"Tuesday",0,0,147.6,14.76,34.64,2,6,10,21.5,0.2
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,8,3,"Tuesday",1,0,646.1,10.9508474576271,NA,19,29,59,21.5,0.2
"Laurier / de Bordeaux",45.537205,-73.579254,"Le Plateau-Mont-Royal",180,8,9,"Monday",0,0,108.633333333333,13.5791666666667,26.295,4,2,8,25.2,0.2
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,4,13,"Tuesday",0,0,137.5,12.5,34.375,4,6,11,12.1,0.2
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,5,22,"Saturday",1,0,1363.73333333333,11.9625730994152,NA,24,68,114,23.6,0.3
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,6,1,"Tuesday",0,0,104.733333333333,8.72777777777778,30.71,2,2,12,19.3,1.4
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,7,10,"Saturday",1,0,2390.56666666667,12.3863557858377,NA,32,114,193,19,0
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,7,25,"Sunday",0,0,486.966666666667,16.2322222222222,110.545,0,22,30,22.8,13.9
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,7,26,"Monday",1,0,1100.6,9.48793103448276,NA,27,71,116,23.5,0
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,8,19,"Thursday",1,0,1003.4,9.93465346534654,NA,30,49,101,23.7,0.5
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,9,9,"Thursday",0,0,310.966666666667,19.4354166666667,66.645,5,9,16,19.5,1.6
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,9,13,"Monday",1,0,1270.63333333333,9.14124700239808,NA,33,82,139,17.3,0.2
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,10,1,"Friday",0,0,323.583333333333,12.9433333333333,79.7875,4,15,25,12.5,0
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,10,4,"Monday",1,0,801.85,9.66084337349398,NA,19,49,83,12.2,0
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,10,24,"Sunday",0,0,128.05,9.85,35.4575,2,8,13,7.3,0
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,10,26,"Tuesday",0,0,84.5333333333333,10.5666666666667,22.68,3,4,8,9.6,6.4
"Laurier / de Brébeuf",45.532514,-73.584811,"Le Plateau-Mont-Royal",214,11,15,"Monday",1,0,436.433333333333,9.28581560283688,NA,15,29,47,2.7,5.3
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,4,11,"Sunday",0,0,15.3833333333333,15.3833333333333,3.5575,1,0,1,12.5,0
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,4,15,"Thursday",1,0,104,9.45454545454546,NA,4,7,11,7.9,22.6
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,4,20,"Tuesday",0,0,25.1,25.1,5.015,0,1,1,7.7,0.4
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,4,28,"Wednesday",1,0,282.95,13.4738095238095,NA,10,9,21,12.8,4.3
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,4,30,"Friday",1,0,124.783333333333,8.31888888888889,NA,3,11,15,7.9,27.8
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,5,2,"Sunday",1,0,482.683333333333,10.7262962962963,NA,9,36,45,10,0
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,5,14,"Friday",0,0,76.2166666666667,10.8880952380952,20.1825,2,3,7,17.8,0
"Laval / du Mont-Royal",45.522365,-73.584146,"Le Plateau-Mont-Royal",250,5,20,"Thursday",1,0,738.183333333333,11.3566666666667,NA,14,49,65,23.4,0
