"","X","name","latitude","longitude","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain","arrond","rain_bin","wkend","superficie","population_2021","density","u15","nb_stations","station_density"
"5976",5976,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,8,26,"Thursday",0,0,143.7,15.9666666666667,32.805,6,2,9,27.6,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5977",5977,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,9,1,"Wednesday",0,0,177.716666666667,12.6940476190476,44.1575,3,10,14,18,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5978",5978,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,9,27,"Monday",0,0,167.166666666667,18.5740740740741,36.325,2,5,9,13.6,3.1,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5979",5979,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,10,1,"Friday",0,0,224.1,14.94,52.365,1,5,15,12.5,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5980",5980,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,10,4,"Monday",0,0,117.65,19.6083333333333,25.1475,1,4,6,12.2,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5981",5981,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,10,27,"Wednesday",0,0,259.133333333333,19.9333333333333,55.12,4,4,13,9.6,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5982",5982,"McKenna / Édouard-Montpetit",45.5011651,-73.6205475,934,11,7,"Sunday",1,0,255.233333333333,14.1796296296296,NA,6,10,18,6.9,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5983",5983,"McLynn / Plamondon",45.4891131,-73.6470129,915,4,18,"Sunday",1,0,82.7,20.675,NA,0,4,4,9.1,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5984",5984,"McLynn / Plamondon",45.4891131,-73.6470129,915,4,21,"Wednesday",1,0,34.8333333333333,34.8333333333333,NA,1,0,1,1.1,6.2,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5985",5985,"McLynn / Plamondon",45.4891131,-73.6470129,915,5,20,"Thursday",1,0,272.216666666667,18.1477777777778,NA,5,10,15,23.4,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5986",5986,"McLynn / Plamondon",45.4891131,-73.6470129,915,8,3,"Tuesday",1,0,275.9,13.795,NA,4,11,20,21.5,0.2,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5987",5987,"McLynn / Plamondon",45.4891131,-73.6470129,915,9,6,"Monday",1,1,159.616666666667,19.9520833333333,NA,2,3,8,17.4,6.3,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5988",5988,"McLynn / Plamondon",45.4891131,-73.6470129,915,9,29,"Wednesday",0,0,19.5166666666667,9.75833333333333,5.4275,0,2,2,11.2,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5989",5989,"McLynn / Plamondon",45.4891131,-73.6470129,915,10,5,"Tuesday",1,0,111.333333333333,15.9047619047619,NA,1,6,7,13.1,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907,1,47,2.19626168224299
"5990",5990,"McLynn / Plamondon",45.4891131,-73.6470129,915,10,16,"Saturday",0,0,5.76666666666667,5.76666666666667,2.115,0,1,1,15.8,18.7,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,1,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5991",5991,"McLynn / Plamondon",45.4891131,-73.6470129,915,10,23,"Saturday",1,0,5.66666666666667,5.66666666666667,NA,0,1,1,4.9,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5992",5992,"McLynn / Plamondon",45.4891131,-73.6470129,915,10,25,"Monday",1,0,60.9,12.18,NA,1,2,5,6.5,0.5,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907,0,47,2.19626168224299
"5993",5993,"McTavish / Sherbrooke",45.502813,-73.576024,398,4,19,"Monday",1,0,502.75,12.8910256410256,NA,5,33,39,12.3,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"5994",5994,"McTavish / Sherbrooke",45.502813,-73.576024,398,5,8,"Saturday",1,0,521.4,10.8625,NA,11,33,48,11.7,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"5995",5995,"McTavish / Sherbrooke",45.502813,-73.576024,398,5,10,"Monday",0,0,58.25,29.125,11.2375,0,1,2,11.4,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"5996",5996,"McTavish / Sherbrooke",45.502813,-73.576024,398,5,12,"Wednesday",1,0,444.9,13.0852941176471,NA,2,29,34,12,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"5997",5997,"McTavish / Sherbrooke",45.502813,-73.576024,398,5,18,"Tuesday",0,0,68.25,11.375,17.7375,1,5,6,20,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"5998",5998,"McTavish / Sherbrooke",45.502813,-73.576024,398,5,23,"Sunday",1,0,772.616666666667,14.8580128205128,NA,5,32,52,15.8,0.5,"Ville-Marie",1,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"5999",5999,"McTavish / Sherbrooke",45.502813,-73.576024,398,6,16,"Wednesday",1,0,882.566666666667,12.6080952380952,NA,14,43,70,15.2,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6000",6000,"McTavish / Sherbrooke",45.502813,-73.576024,398,6,19,"Saturday",0,0,224.583333333333,16.0416666666667,51.1875,0,13,14,20.7,1.9,"Ville-Marie",1,1,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6001",6001,"McTavish / Sherbrooke",45.502813,-73.576024,398,7,5,"Monday",0,0,413.516666666667,27.5677777777778,80.7775,0,10,15,20.2,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6002",6002,"McTavish / Sherbrooke",45.502813,-73.576024,398,7,11,"Sunday",1,0,590.266666666667,11.8053333333333,NA,3,29,50,21,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6003",6003,"McTavish / Sherbrooke",45.502813,-73.576024,398,7,30,"Friday",0,0,334.466666666667,23.8904761904762,67.67,2,7,14,16.5,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6004",6004,"McTavish / Sherbrooke",45.502813,-73.576024,398,8,6,"Friday",1,0,864.383333333333,12.1744131455399,NA,8,53,71,25.1,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6005",6005,"McTavish / Sherbrooke",45.502813,-73.576024,398,8,12,"Thursday",0,0,188.816666666667,15.7347222222222,43.3225,2,9,12,26.9,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6006",6006,"McTavish / Sherbrooke",45.502813,-73.576024,398,8,26,"Thursday",0,0,505.25,13.6554054054054,122.0375,6,24,37,27.6,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6007",6007,"McTavish / Sherbrooke",45.502813,-73.576024,398,9,14,"Tuesday",1,0,1583.98333333333,9.89989583333333,NA,33,108,160,16.7,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6008",6008,"McTavish / Sherbrooke",45.502813,-73.576024,398,9,23,"Thursday",1,0,1626.18333333333,10.2275681341719,NA,28,114,159,24.7,6.3,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6009",6009,"McTavish / Sherbrooke",45.502813,-73.576024,398,10,11,"Monday",1,1,605.783333333333,9.61560846560847,NA,4,50,63,18.4,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6010",6010,"McTavish / Sherbrooke",45.502813,-73.576024,398,10,26,"Tuesday",0,0,166.483333333333,8.32416666666667,49.9725,4,11,20,9.6,6.4,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6011",6011,"McTavish / Sherbrooke",45.502813,-73.576024,398,11,1,"Monday",1,0,1102.13333333333,10.9122112211221,NA,12,69,101,8,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6012",6012,"McTavish / Sherbrooke",45.502813,-73.576024,398,11,3,"Wednesday",0,0,234.4,11.1619047619048,61.41,2,14,21,2.2,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6013",6013,"McTavish / Sherbrooke",45.502813,-73.576024,398,11,6,"Saturday",1,0,567.116666666667,10.3112121212121,NA,5,37,55,5.5,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6014",6014,"Melville / de Maisonneuve",45.4818402,-73.595379,835,8,24,"Tuesday",0,0,40.6166666666667,10.1541666666667,11.0925,0,3,4,27.2,0,"Westmount",0,0,4.04,19658,4865.84158415842,0,8,1.98019801980198
"6015",6015,"Melville / de Maisonneuve",45.4818402,-73.595379,835,8,27,"Friday",1,0,447.533333333333,17.9013333333333,NA,5,16,25,21.2,0,"Westmount",0,0,4.04,19658,4865.84158415842,1,8,1.98019801980198
"6016",6016,"Melville / de Maisonneuve",45.4818402,-73.595379,835,9,2,"Thursday",0,0,68.6333333333333,9.8047619047619,19.045,2,4,7,15.6,0,"Westmount",0,0,4.04,19658,4865.84158415842,0,8,1.98019801980198
"6017",6017,"Melville / de Maisonneuve",45.4818402,-73.595379,835,9,25,"Saturday",1,0,360.483333333333,10.6024509803922,NA,5,27,34,16.7,0,"Westmount",0,1,4.04,19658,4865.84158415842,0,8,1.98019801980198
"6018",6018,"Melville / de Maisonneuve",45.4818402,-73.595379,835,10,9,"Saturday",1,0,344.433333333333,17.2216666666667,NA,0,18,20,16,0,"Westmount",0,1,4.04,19658,4865.84158415842,1,8,1.98019801980198
"6019",6019,"Melville / de Maisonneuve",45.4818402,-73.595379,835,10,19,"Tuesday",1,0,160.833333333333,11.4880952380952,NA,7,7,14,8.8,0,"Westmount",0,0,4.04,19658,4865.84158415842,0,8,1.98019801980198
"6020",6020,"Melville / de Maisonneuve",45.4818402,-73.595379,835,11,3,"Wednesday",0,0,20.05,6.68333333333333,6.7575,1,2,3,2.2,0,"Westmount",0,0,4.04,19658,4865.84158415842,0,8,1.98019801980198
"6021",6021,"Messier / du Mont-Royal",45.537114,-73.571003,179,4,14,"Wednesday",0,0,33.9166666666667,8.47916666666667,10.0875,0,4,4,12.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6022",6022,"Messier / du Mont-Royal",45.537114,-73.571003,179,4,22,"Thursday",1,0,204.016666666667,11.3342592592593,NA,2,14,18,0.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6023",6023,"Messier / du Mont-Royal",45.537114,-73.571003,179,4,27,"Tuesday",0,0,64.3,16.075,14.645,1,3,4,8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"6024",6024,"Messier / du Mont-Royal",45.537114,-73.571003,179,5,15,"Saturday",1,0,661.316666666667,11.2087570621469,NA,14,36,59,17.7,0.2,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6025",6025,"Messier / du Mont-Royal",45.537114,-73.571003,179,5,24,"Monday",1,1,576.9,12.01875,NA,11,33,48,14.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6026",6026,"Messier / du Mont-Royal",45.537114,-73.571003,179,6,23,"Wednesday",1,0,949,13,NA,18,44,73,14.5,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6027",6027,"Messier / du Mont-Royal",45.537114,-73.571003,179,7,3,"Saturday",1,0,550.733333333333,11.0146666666667,NA,7,30,50,16.5,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6028",6028,"Messier / du Mont-Royal",45.537114,-73.571003,179,7,17,"Saturday",1,0,846.55,12.0935714285714,NA,24,36,70,21.7,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6029",6029,"Messier / du Mont-Royal",45.537114,-73.571003,179,7,31,"Saturday",1,0,504.083333333333,12.6020833333333,NA,9,22,40,17.9,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6030",6030,"Messier / du Mont-Royal",45.537114,-73.571003,179,8,3,"Tuesday",1,0,702.85,10.98203125,NA,11,46,64,21.5,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6031",6031,"Messier / du Mont-Royal",45.537114,-73.571003,179,8,9,"Monday",1,0,658.266666666667,10.7912568306011,NA,19,36,61,25.2,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6032",6032,"Messier / du Mont-Royal",45.537114,-73.571003,179,8,20,"Friday",1,0,777.833333333333,10.3711111111111,NA,21,42,75,25.9,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6033",6033,"Messier / du Mont-Royal",45.537114,-73.571003,179,9,5,"Sunday",1,0,499.4,8.76140350877193,NA,11,30,57,19.5,13.6,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6034",6034,"Messier / du Mont-Royal",45.537114,-73.571003,179,9,8,"Wednesday",1,0,648.416666666667,10.8069444444444,NA,22,28,60,18.6,1,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6035",6035,"Messier / du Mont-Royal",45.537114,-73.571003,179,9,17,"Friday",1,0,970.066666666667,11.4125490196078,NA,28,46,85,19.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6036",6036,"Messier / du Mont-Royal",45.537114,-73.571003,179,9,24,"Friday",1,0,709.166666666667,10.2777777777778,NA,17,42,69,18.3,26.5,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6037",6037,"Messier / du Mont-Royal",45.537114,-73.571003,179,9,27,"Monday",1,0,636.733333333333,10.9781609195402,NA,24,25,58,13.6,3.1,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6038",6038,"Messier / du Mont-Royal",45.537114,-73.571003,179,10,9,"Saturday",1,0,673.066666666667,12.0190476190476,NA,12,37,56,16,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6039",6039,"Messier / du Mont-Royal",45.537114,-73.571003,179,10,12,"Tuesday",1,0,650.766666666667,10.1682291666667,NA,14,35,64,18.5,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6040",6040,"Messier / du Mont-Royal",45.537114,-73.571003,179,10,15,"Friday",1,0,686.6,10.2477611940299,NA,10,43,67,18.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6041",6041,"Messier / du Mont-Royal",45.537114,-73.571003,179,10,19,"Tuesday",1,0,533.783333333333,8.60940860215054,NA,13,39,62,8.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6042",6042,"Messier / du Mont-Royal",45.537114,-73.571003,179,10,25,"Monday",0,0,49.1666666666667,9.83333333333333,13.625,2,2,5,6.5,0.5,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6043",6043,"Messier / du Mont-Royal",45.537114,-73.571003,179,11,1,"Monday",0,0,67.6666666666667,9.66666666666667,18.9,1,5,7,8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6044",6044,"Messier / St-Joseph",45.5394606,-73.5760564,930,5,11,"Tuesday",1,0,202.616666666667,13.5077777777778,NA,4,11,15,9.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6045",6045,"Messier / St-Joseph",45.5394606,-73.5760564,930,6,5,"Saturday",0,0,9.03333333333333,9.03333333333333,2.605,1,0,1,22.4,14.2,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6046",6046,"Messier / St-Joseph",45.5394606,-73.5760564,930,6,29,"Tuesday",0,0,34.3166666666667,17.1583333333333,7.6475,0,2,2,25.6,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"6047",6047,"Messier / St-Joseph",45.5394606,-73.5760564,930,7,4,"Sunday",1,0,235.466666666667,14.7166666666667,NA,6,10,16,18.4,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6048",6048,"Messier / St-Joseph",45.5394606,-73.5760564,930,7,15,"Thursday",1,0,240.7,16.0466666666667,NA,3,12,15,25.3,3.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"6049",6049,"Messier / St-Joseph",45.5394606,-73.5760564,930,7,20,"Tuesday",1,0,226.583333333333,10.2992424242424,NA,4,16,22,21.2,9.6,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6050",6050,"Messier / St-Joseph",45.5394606,-73.5760564,930,7,27,"Tuesday",1,0,377.716666666667,13.9895061728395,NA,8,14,27,19,1.4,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6051",6051,"Messier / St-Joseph",45.5394606,-73.5760564,930,8,12,"Thursday",1,0,227.066666666667,11.3533333333333,NA,6,14,20,26.9,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6052",6052,"Messier / St-Joseph",45.5394606,-73.5760564,930,8,13,"Friday",1,0,172.116666666667,12.2940476190476,NA,5,9,14,27,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6053",6053,"Messier / St-Joseph",45.5394606,-73.5760564,930,8,25,"Wednesday",0,0,15.2333333333333,15.2333333333333,3.535,1,0,1,26.6,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"6054",6054,"Messier / St-Joseph",45.5394606,-73.5760564,930,10,7,"Thursday",0,0,56.4666666666667,11.2933333333333,14.72,2,3,5,14.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6055",6055,"Messier / St-Joseph",45.5394606,-73.5760564,930,10,22,"Friday",1,0,245.2,14.4235294117647,NA,3,11,17,8.7,13.8,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6056",6056,"Messier / St-Joseph",45.5394606,-73.5760564,930,11,12,"Friday",1,0,117.983333333333,9.07564102564103,NA,4,6,13,7.7,20.4,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"6057",6057,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,4,19,"Monday",0,0,20.3666666666667,10.1833333333333,5.555,0,1,2,12.3,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6058",6058,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,5,19,"Wednesday",0,0,19.4833333333333,19.4833333333333,4.1725,0,1,1,19.2,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6059",6059,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,6,18,"Friday",1,0,195.2,16.2666666666667,NA,1,10,12,21.2,4.8,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6060",6060,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,7,13,"Tuesday",0,0,85.4166666666667,21.3541666666667,17.8125,0,4,4,23.2,5.8,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6061",6061,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,7,17,"Saturday",1,0,166.466666666667,27.7444444444444,NA,0,2,6,21.7,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6062",6062,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,7,21,"Wednesday",1,0,365.166666666667,14.6066666666667,NA,3,17,25,20,1.5,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6063",6063,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,7,24,"Saturday",1,0,236.216666666667,16.872619047619,NA,1,9,14,21.9,0.6,"Ville-Marie",1,1,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6064",6064,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,7,28,"Wednesday",1,0,340.05,14.7847826086957,NA,5,11,23,19.2,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6065",6065,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,8,3,"Tuesday",1,0,408.666666666667,12.7708333333333,NA,3,24,32,21.5,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6066",6066,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,8,6,"Friday",0,0,143.3,14.33,33.995,0,9,10,25.1,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6067",6067,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,8,19,"Thursday",0,0,41.9833333333333,41.9833333333333,7.5475,0,1,1,23.7,0.5,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6068",6068,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,9,23,"Thursday",1,0,415.283333333333,14.3201149425287,NA,4,24,29,24.7,6.3,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6069",6069,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,9,24,"Friday",1,0,323.7,13.4875,NA,0,24,24,18.3,26.5,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6070",6070,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,10,7,"Thursday",1,0,342.533333333333,13.174358974359,NA,2,20,26,14.4,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6071",6071,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,10,13,"Wednesday",0,0,28.1333333333333,5.62666666666667,10.47,2,3,5,16.7,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6072",6072,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,10,23,"Saturday",1,0,103.266666666667,6.88444444444444,NA,0,11,15,4.9,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6073",6073,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,11,10,"Wednesday",1,0,234.733333333333,9.78055555555556,NA,4,20,24,6,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6074",6074,"Metcalfe / de Maisonneuve",45.501715,-73.57413,393,11,11,"Thursday",1,0,263.833333333333,10.9930555555556,NA,1,15,24,3.9,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6075",6075,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,4,10,"Saturday",0,0,9,9,2.6,0,1,1,16.4,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6076",6076,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,4,17,"Saturday",1,0,172.35,15.6681818181818,NA,3,8,11,6.8,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6077",6077,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,5,18,"Tuesday",0,0,117.433333333333,19.5722222222222,25.115,0,6,6,20,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6078",6078,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,5,28,"Friday",1,0,118.416666666667,9.10897435897436,NA,5,6,13,7.8,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6079",6079,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,6,7,"Monday",0,0,105.283333333333,13.1604166666667,25.7925,0,2,8,27.6,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6080",6080,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,6,11,"Friday",1,0,339.616666666667,10.955376344086,NA,2,28,31,19.7,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6081",6081,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,6,14,"Monday",0,0,109.183333333333,27.2958333333333,21.3775,1,1,4,20.6,7.8,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6082",6082,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,7,4,"Sunday",0,0,137.666666666667,13.7666666666667,33.15,2,7,10,18.4,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6083",6083,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,7,20,"Tuesday",1,0,201.133333333333,9.14242424242424,NA,2,17,22,21.2,9.6,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6084",6084,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,7,22,"Thursday",1,0,244.5,12.225,NA,4,13,20,19.6,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
"6085",6085,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,8,6,"Friday",0,0,169.433333333333,16.9433333333333,37.915,3,3,10,25.1,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6086",6086,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,8,13,"Friday",0,0,180.816666666667,15.0680555555556,42.1225,0,6,12,27,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"6087",6087,"Metcalfe / du Square-Dorchester",45.500208,-73.571138,687,8,19,"Thursday",1,0,251.416666666667,11.9722222222222,NA,0,18,21,23.7,0.5,"Ville-Marie",1,0,16.5,104944,6360.24242424242,0,154,9.33333333333333
