"station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
312,"6",22,"Tuesday",0,0,55.7333333333333,11.1466666666667,14.61,1,2,5,15.5,0.2
312,"7",3,"Saturday",1,0,396.116666666667,9.66138211382114,NA,8,17,41,16.5,0
312,"7",5,"Monday",1,0,660.983333333333,10.8357923497268,NA,14,34,61,20.2,0
312,"8",11,"Wednesday",0,0,188.583333333333,14.5064102564103,44.5375,1,4,13,27,5
312,"8",20,"Friday",1,0,399.466666666667,7.68205128205128,NA,14,21,52,25.9,0
312,"9",15,"Wednesday",1,0,811.85,9.44011627906977,NA,17,49,86,17.6,11.1
312,"10",23,"Saturday",1,0,579.566666666667,9.1994708994709,NA,22,22,63,4.9,0
312,"10",25,"Monday",1,0,513.683333333333,7.55416666666667,NA,13,41,68,6.5,0.5
312,"10",26,"Tuesday",1,0,536.633333333333,8.51798941798942,NA,12,33,63,9.6,6.4
312,"10",27,"Wednesday",0,0,166.083333333333,10.3802083333333,44.9125,1,11,16,9.6,0
313,"4",9,"Friday",0,0,41.9333333333333,20.9666666666667,8.79,0,1,2,15.9,0
313,"4",18,"Sunday",0,0,39.4166666666667,19.7083333333333,8.4125,0,2,2,9.1,0
313,"4",23,"Friday",1,0,164.866666666667,16.4866666666667,NA,0,9,10,8.3,0
313,"4",30,"Friday",1,0,223.116666666667,18.5930555555556,NA,1,10,12,7.9,27.8
313,"5",15,"Saturday",0,0,185.183333333333,23.1479166666667,37.7775,0,7,8,17.7,0.2
313,"5",20,"Thursday",1,0,328.6,8.42564102564103,NA,9,26,39,23.4,0
313,"5",27,"Thursday",0,0,109.166666666667,21.8333333333333,22.625,1,4,5,11.5,0
313,"7",11,"Sunday",0,0,203.7,14.55,48.055,6,7,14,21,0
313,"7",11,"Sunday",1,0,412.566666666667,8.59513888888889,NA,11,27,48,21,0
313,"8",1,"Sunday",1,0,773.25,14.0590909090909,NA,8,25,55,16.9,0
313,"8",13,"Friday",0,0,94.5166666666667,10.5018518518519,25.4275,2,6,9,27,0.2
313,"9",20,"Monday",0,0,156.883333333333,9.80520833333333,43.5325,3,8,16,17.3,0
313,"9",22,"Wednesday",1,0,746.8,8.68372093023256,NA,17,47,86,20.8,0.2
313,"9",29,"Wednesday",1,0,711.083333333333,9.60923423423423,NA,12,52,74,11.2,0
313,"10",28,"Thursday",0,0,176.516666666667,9.80648148148148,48.9775,3,7,18,7.9,0
313,"11",15,"Monday",0,0,95.8333333333333,10.6481481481481,25.625,3,4,9,2.7,5.3
314,"4",10,"Saturday",0,0,91.7,15.2833333333333,21.255,1,4,6,16.4,0
314,"4",20,"Tuesday",1,0,203.55,11.3083333333333,NA,4,14,18,7.7,0.4
314,"4",22,"Thursday",0,0,8.13333333333333,8.13333333333333,2.47,0,1,1,0.8,0
314,"4",25,"Sunday",0,0,14.9,14.9,3.485,1,0,1,9.2,1.4
314,"5",16,"Sunday",1,0,512.183333333333,11.3818518518519,NA,10,33,45,15.8,0.3
314,"6",14,"Monday",0,0,67.7666666666667,9.68095238095238,18.915,3,4,7,20.6,7.8
314,"6",18,"Friday",1,0,531.333333333333,11.8074074074074,NA,18,23,45,21.2,4.8
314,"7",9,"Friday",0,0,144.783333333333,16.087037037037,32.9675,1,6,9,18.1,0
314,"7",31,"Saturday",1,0,748.716666666667,12.908908045977,NA,15,29,58,17.9,0
314,"9",11,"Saturday",0,0,424.4,14.1466666666667,101.16,2,16,30,18.4,0
314,"10",4,"Monday",0,0,51.4333333333333,17.1444444444444,11.465,0,1,3,12.2,0
314,"10",10,"Sunday",0,0,144,10.2857142857143,39.1,2,1,14,16.2,0
314,"10",14,"Thursday",0,0,89.6833333333333,8.1530303030303,27.2025,2,2,11,18.3,0
314,"10",17,"Sunday",0,0,36.0166666666667,6.00277777777778,12.9025,1,3,6,11.1,0.2
314,"10",17,"Sunday",1,0,377.866666666667,7.40915032679739,NA,13,25,51,11.1,0.2
314,"10",18,"Monday",0,0,102.616666666667,9.32878787878788,29.1425,2,5,11,9.7,0.7
314,"10",25,"Monday",0,0,81.35,6.77916666666667,27.2025,2,5,12,6.5,0.5
315,"4",14,"Wednesday",1,0,577.683333333333,13.1291666666667,NA,13,31,44,12.4,0
315,"4",19,"Monday",0,0,29.4666666666667,29.4666666666667,5.67,0,1,1,12.3,0
315,"5",2,"Sunday",0,0,343.816666666667,26.4474358974359,67.8225,0,13,13,10,0
315,"5",8,"Saturday",1,0,558.833333333333,11.4047619047619,NA,16,29,49,11.7,0
315,"5",11,"Tuesday",1,0,429.666666666667,8.95138888888889,NA,14,28,48,9.8,0
315,"5",19,"Wednesday",0,0,65.7333333333333,16.4333333333333,14.86,1,3,4,19.2,0
315,"5",29,"Saturday",1,0,1113.81666666667,12.6570075757576,NA,15,49,88,11.4,0
315,"7",3,"Saturday",0,0,244.066666666667,18.774358974359,52.86,5,4,13,16.5,0
315,"7",20,"Tuesday",0,0,106.283333333333,13.2854166666667,25.9425,4,2,8,21.2,9.6
315,"8",12,"Thursday",1,0,840.266666666667,10.9125541125541,NA,25,26,77,26.9,0
315,"8",16,"Monday",1,0,1004.05,10.5689473684211,NA,22,51,95,19.5,0
315,"9",13,"Monday",1,0,1254.25,10.280737704918,NA,23,72,122,17.3,0.2
315,"9",29,"Wednesday",1,0,1012.11666666667,9.11816816816817,NA,32,50,111,11.2,0
315,"10",5,"Tuesday",0,0,230.5,13.5588235294118,55.825,3,10,17,13.1,0
315,"10",19,"Tuesday",0,0,152.483333333333,8.96960784313725,44.1225,3,12,17,8.8,0
316,"4",10,"Saturday",0,0,23,7.66666666666667,7.2,0,1,3,16.4,0
316,"4",22,"Thursday",1,0,313.75,11.2053571428571,NA,7,18,28,0.8,0
316,"5",1,"Saturday",1,0,948.166666666667,14.1517412935323,NA,14,51,67,5.9,0
316,"5",6,"Thursday",1,0,697.166666666667,10.8932291666667,NA,11,45,64,10.2,0
316,"5",15,"Saturday",1,0,1558.16666666667,15.2761437908497,NA,17,66,102,17.7,0.2
316,"5",19,"Wednesday",0,0,244.183333333333,14.3637254901961,57.8775,0,11,17,19.2,0
316,"6",12,"Saturday",0,0,449.666666666667,17.2948717948718,99.95,1,17,26,19.3,0
316,"6",20,"Sunday",0,0,216.533333333333,12.7372549019608,53.73,1,12,17,21.8,0
316,"7",7,"Wednesday",1,0,1199.06666666667,9.74850948509485,NA,34,55,123,16.4,0
316,"7",31,"Saturday",1,0,1496.5,11.69140625,NA,30,78,128,17.9,0
316,"8",11,"Wednesday",1,0,1188.13333333333,10.6083333333333,NA,19,61,112,27,5
316,"9",9,"Thursday",1,0,1752.58333333333,10.0723180076628,NA,37,107,174,19.5,1.6
316,"9",13,"Monday",1,0,1544.76666666667,9.30582329317269,NA,39,103,166,17.3,0.2
316,"10",9,"Saturday",1,0,1269.03333333333,10.401912568306,NA,24,63,122,16,0
316,"10",13,"Wednesday",1,0,939.066666666667,9.11715210355987,NA,24,53,103,16.7,0
316,"10",27,"Wednesday",0,0,300.666666666667,10.367816091954,81.35,5,13,29,9.6,0
316,"11",8,"Monday",0,0,174.35,8.30238095238095,52.4025,6,10,21,10.5,0.2
317,"4",23,"Friday",1,0,627.183333333333,14.5856589147287,NA,8,31,43,8.3,0
317,"4",28,"Wednesday",1,0,319.583333333333,12.7833333333333,NA,8,15,25,12.8,4.3
317,"5",21,"Friday",0,0,177.833333333333,19.7592592592593,37.925,0,6,9,25.3,0
317,"6",6,"Sunday",1,0,1125.38333333333,15.2078828828829,NA,13,43,74,24.5,0
317,"6",21,"Monday",1,0,842.566666666667,12.7661616161616,NA,8,39,66,24.1,2.9
317,"6",25,"Friday",1,0,1043.4,13.7289473684211,NA,11,41,76,22.2,0
317,"8",2,"Monday",1,0,1030.33333333333,13.2094017094017,NA,20,39,78,18.8,0
317,"8",10,"Tuesday",0,0,383.616666666667,25.5744444444444,76.2925,0,7,15,26.5,10.4
317,"8",21,"Saturday",0,0,812.4,20.31,171.86,1,16,40,27.5,0
317,"8",29,"Sunday",0,0,366.85,13.587037037037,88.7775,2,8,27,19.3,6.5
317,"9",5,"Sunday",0,0,596.083333333333,14.9020833333333,139.4125,1,25,40,19.5,13.6
317,"9",13,"Monday",1,0,708.433333333333,11.4263440860215,NA,12,37,62,17.3,0.2
317,"9",16,"Thursday",1,0,1817.81666666667,13.1725845410628,NA,15,70,138,16.9,0.2
317,"9",29,"Wednesday",1,0,734.366666666667,10.4909523809524,NA,12,38,70,11.2,0
317,"10",5,"Tuesday",1,0,634.65,9.91640625,NA,12,39,64,13.1,0
317,"10",7,"Thursday",0,0,156.433333333333,8.69074074074074,45.965,3,12,18,14.4,0
317,"11",4,"Thursday",0,0,20.0833333333333,6.69444444444444,6.7625,2,0,3,1.3,0.2
317,"11",15,"Monday",0,0,45.2833333333333,11.3208333333333,11.7925,0,2,4,2.7,5.3
318,"4",9,"Friday",0,0,80.0833333333333,16.0166666666667,18.2625,0,5,5,15.9,0
318,"4",24,"Saturday",1,0,550.95,11.9771739130435,NA,14,32,46,14.1,0
318,"5",19,"Wednesday",1,0,652.283333333333,12.5439102564103,NA,13,30,52,19.2,0
318,"5",21,"Friday",1,0,49.35,8.225,NA,6,0,6,25.3,0
318,"6",14,"Monday",0,0,62.9666666666667,12.5933333333333,15.695,1,4,5,20.6,7.8
318,"6",17,"Thursday",1,0,634.7,12.2057692307692,NA,15,23,52,18.2,0
318,"6",19,"Saturday",0,0,201.983333333333,14.427380952381,47.7975,5,7,14,20.7,1.9
318,"7",3,"Saturday",1,0,424.516666666667,11.1714912280702,NA,6,21,38,16.5,0
318,"7",23,"Friday",0,0,182.016666666667,15.1680555555556,42.3025,1,8,12,21,0
318,"7",25,"Sunday",0,0,89.3666666666667,8.93666666666667,25.905,1,5,10,22.8,13.9
318,"8",3,"Tuesday",1,0,568.583333333333,12.0975177304965,NA,6,33,47,21.5,0.2
318,"8",5,"Thursday",0,0,135.383333333333,11.2819444444444,35.3075,1,9,12,22.1,0
318,"8",22,"Sunday",0,0,254.133333333333,14.9490196078431,59.37,2,12,17,28.2,0
318,"8",25,"Wednesday",1,0,551.933333333333,9.19888888888889,NA,13,37,60,26.6,0
318,"9",8,"Wednesday",1,0,636.083333333333,9.35416666666667,NA,17,40,68,18.6,1
318,"10",27,"Wednesday",0,0,204.5,13.6333333333333,49.425,2,11,15,9.6,0
321,"4",9,"Friday",0,0,23.7666666666667,23.7666666666667,4.815,0,1,1,15.9,0
321,"4",24,"Saturday",0,0,134.983333333333,26.9966666666667,26.4975,0,5,5,14.1,0
321,"5",22,"Saturday",0,0,19.5666666666667,9.78333333333333,5.435,0,2,2,23.6,0.3
321,"5",24,"Monday",0,1,44.65,22.325,9.1975,0,1,2,14.4,0
321,"5",24,"Monday",1,1,233.6,14.6,NA,4,10,16,14.4,0
321,"5",26,"Wednesday",0,0,6.43333333333333,6.43333333333333,2.215,0,1,1,24,0.4
321,"6",2,"Wednesday",0,0,36.5,12.1666666666667,9.225,1,0,3,20.9,0
321,"7",7,"Wednesday",0,0,89.1833333333333,14.8638888888889,20.8775,0,2,6,16.4,0
321,"8",7,"Saturday",1,0,370.633333333333,15.4430555555556,NA,4,14,24,23.6,0.8
321,"8",15,"Sunday",0,0,401.933333333333,16.0773333333333,91.54,5,9,25,18.2,0
321,"9",28,"Tuesday",1,0,627.216666666667,11.4039393939394,NA,9,32,55,10.5,0.2
321,"10",3,"Sunday",1,0,330.583333333333,10.3307291666667,NA,5,22,32,13,0.7
321,"10",9,"Saturday",0,0,384.4,21.3555555555556,80.16,0,14,18,16,0
321,"10",23,"Saturday",1,0,243.75,11.0795454545455,NA,3,16,22,4.9,0
321,"10",25,"Monday",0,0,69.2,11.5333333333333,17.88,1,2,6,6.5,0.5
321,"10",26,"Tuesday",1,0,106.733333333333,7.62380952380952,NA,3,6,14,9.6,6.4
321,"10",29,"Friday",1,0,228.816666666667,8.17202380952381,NA,4,14,28,7.8,0
321,"10",30,"Saturday",0,0,52.0166666666667,17.3388888888889,11.5525,0,2,3,8.2,11.6
321,"10",31,"Sunday",0,0,27.8,9.26666666666667,7.92,0,1,3,9.6,37
322,"4",19,"Monday",1,0,470.083333333333,11.4654471544715,NA,12,29,41,12.3,0
322,"5",21,"Friday",1,0,862.75,11.8184931506849,NA,15,41,73,25.3,0
322,"6",3,"Thursday",0,0,166.116666666667,15.1015151515152,38.6675,0,5,11,17.5,6.3
322,"6",3,"Thursday",1,0,674.816666666667,11.8388888888889,NA,5,25,57,17.5,6.3
322,"6",4,"Friday",1,0,1041.86666666667,11.8393939393939,NA,26,38,88,22,0
322,"7",1,"Thursday",1,1,1355.61666666667,15.0624074074074,NA,16,45,90,20.6,0
322,"7",7,"Wednesday",1,0,854.133333333333,10.2907630522088,NA,20,36,83,16.4,0
322,"7",12,"Monday",0,0,362.966666666667,25.9261904761905,71.945,1,7,14,23.1,0
322,"7",17,"Saturday",1,0,1409.43333333333,12.9305810397554,NA,23,42,109,21.7,0
322,"7",26,"Monday",0,0,175.116666666667,12.5083333333333,43.7675,2,6,14,23.5,0
322,"8",4,"Wednesday",0,0,202.333333333333,15.5641025641026,46.6,3,7,13,21.1,0.2
322,"8",6,"Friday",0,0,375.116666666667,15.0046666666667,87.5175,3,12,25,25.1,0.2
322,"9",4,"Saturday",0,0,1054.55,17.8737288135593,231.9325,1,26,59,19,0
322,"9",9,"Thursday",1,0,1144.35,9.6978813559322,NA,21,72,118,19.5,1.6
322,"9",12,"Sunday",0,0,426.716666666667,14.714367816092,100.2575,3,14,29,19.1,0
322,"9",27,"Monday",0,0,116.533333333333,10.5939393939394,31.23,3,3,11,13.6,3.1
322,"10",3,"Sunday",0,0,355.216666666667,16.1462121212121,80.7825,0,10,22,13,0.7
322,"10",15,"Friday",1,0,1093.48333333333,9.26680790960452,NA,28,60,118,18.4,0
322,"10",22,"Friday",1,0,762.666666666667,8.38095238095238,NA,28,39,91,8.7,13.8
322,"11",12,"Friday",1,0,428.333333333333,9.31159420289855,NA,10,17,46,7.7,20.4
322,"11",13,"Saturday",1,0,399.833333333333,9.51984126984127,NA,6,13,42,5.3,2.5
323,"4",14,"Wednesday",1,0,176.366666666667,9.28245614035088,NA,6,13,19,12.4,0
323,"4",30,"Friday",1,0,112.4,11.24,NA,3,6,10,7.9,27.8
323,"5",1,"Saturday",1,0,360.8,15.0333333333333,NA,9,15,24,5.9,0
323,"5",9,"Sunday",1,0,332.05,11.45,NA,8,17,29,11.4,0
323,"5",13,"Thursday",1,0,692.666666666667,15.3925925925926,NA,9,28,45,13.4,0
323,"5",23,"Sunday",0,0,101.883333333333,16.9805555555556,22.7825,0,6,6,15.8,0.5
323,"6",15,"Tuesday",0,0,94.15,11.76875,24.1225,2,4,8,17.9,0
323,"7",14,"Wednesday",0,0,224.9,16.0642857142857,51.235,2,8,14,24.2,0
323,"7",15,"Thursday",0,0,126.633333333333,18.0904761904762,27.745,0,5,7,25.3,3.2
323,"7",21,"Wednesday",1,0,746.466666666667,12.4411111111111,NA,12,37,60,20,1.5
323,"7",28,"Wednesday",0,0,58.4,9.73333333333333,16.26,3,1,6,19.2,0
323,"8",5,"Thursday",0,0,158.35,12.1807692307692,40.0025,3,5,13,22.1,0
323,"8",10,"Tuesday",1,0,538.7,11.9711111111111,NA,16,19,45,26.5,10.4
323,"8",22,"Sunday",0,0,308.816666666667,13.4268115942029,75.0725,3,9,23,28.2,0
323,"8",28,"Saturday",0,0,130.3,16.2875,29.545,0,1,8,18.9,0
323,"9",20,"Monday",0,0,158.35,9.896875,43.7525,1,9,16,17.3,0
323,"10",11,"Monday",1,1,287.916666666667,9.92816091954023,NA,3,20,29,18.4,0
323,"10",15,"Friday",1,0,495.766666666667,8.12732240437158,NA,11,37,61,18.4,0
323,"10",17,"Sunday",0,0,107.666666666667,15.3809523809524,24.9,2,5,7,11.1,0.2
323,"10",18,"Monday",0,0,127.75,12.775,31.6625,2,6,10,9.7,0.7
323,"10",23,"Saturday",0,0,546.983333333333,16.0877450980392,124.5475,7,16,34,4.9,0
324,"5",17,"Monday",0,0,23.7833333333333,23.7833333333333,4.8175,1,0,1,17.9,0.2
324,"5",18,"Tuesday",1,0,404.283333333333,13.4761111111111,NA,7,22,30,20,0
324,"6",10,"Thursday",1,0,453.55,12.9585714285714,NA,4,26,35,18.5,0
325,"4",19,"Monday",0,0,41.9,20.95,8.785,0,2,2,12.3,0
325,"4",27,"Tuesday",0,0,33.4,8.35,10.01,1,3,4,8,0
325,"5",7,"Friday",0,0,23.1,11.55,5.965,0,1,2,9.7,0
325,"6",10,"Thursday",1,0,550.516666666667,12.5117424242424,NA,9,24,44,18.5,0
325,"7",15,"Thursday",1,0,364.7,12.5758620689655,NA,3,17,29,25.3,3.2
325,"8",3,"Tuesday",0,0,89.6166666666667,14.9361111111111,20.9425,2,3,6,21.5,0.2
325,"8",7,"Saturday",1,0,348.1,11.2290322580645,NA,5,16,31,23.6,0.8
325,"8",11,"Wednesday",1,0,342.066666666667,12.2166666666667,NA,6,18,28,27,5
325,"8",13,"Friday",0,0,171.65,12.2607142857143,43.2475,3,4,14,27,0.2
325,"8",21,"Saturday",0,0,321.45,15.3071428571429,74.4675,7,8,21,27.5,0
325,"8",27,"Friday",1,0,661.35,12.9676470588235,NA,13,26,51,21.2,0
325,"10",2,"Saturday",1,0,205.266666666667,7.89487179487179,NA,8,9,26,11.9,11.4
325,"10",24,"Sunday",1,0,189.516666666667,7.58066666666667,NA,5,8,25,7.3,0
325,"10",27,"Wednesday",1,0,244.55,9.05740740740741,NA,8,15,27,9.6,0
326,"4",24,"Saturday",0,0,29.25,14.625,6.8875,0,2,2,14.1,0
326,"4",25,"Sunday",1,0,322.65,12.906,NA,2,22,25,9.2,1.4
326,"5",7,"Friday",0,0,83.9333333333333,10.4916666666667,22.59,0,6,8,9.7,0
326,"5",7,"Friday",1,0,637.166666666667,13.8514492753623,NA,6,34,46,9.7,0
326,"5",17,"Monday",1,0,396.816666666667,11.6710784313725,NA,7,20,34,17.9,0.2
326,"5",23,"Sunday",1,0,544.366666666667,12.6596899224806,NA,5,24,43,15.8,0.5
326,"6",20,"Sunday",0,0,274.233333333333,17.1395833333333,61.135,3,5,16,21.8,0
326,"7",6,"Tuesday",0,0,103.083333333333,12.8854166666667,25.4625,1,5,8,23.1,1.2
326,"7",14,"Wednesday",1,0,890.916666666667,11.2774261603376,NA,18,51,79,24.2,0
326,"8",6,"Friday",1,0,1077.51666666667,10.7751666666667,NA,23,42,100,25.1,0.2
326,"8",19,"Thursday",1,0,1370.66666666667,11.0537634408602,NA,19,46,124,23.7,0.5
326,"9",14,"Tuesday",0,0,378.35,12.6116666666667,94.2525,5,17,30,16.7,0
326,"10",7,"Thursday",1,0,1189.25,8.43439716312057,NA,33,79,141,14.4,0
326,"11",5,"Friday",1,0,550.083333333333,7.53538812785388,NA,15,46,73,3.5,0
327,"5",3,"Monday",1,0,121.75,10.1458333333333,NA,0,11,12,7.6,0
327,"5",7,"Friday",1,0,401.35,15.4365384615385,NA,0,20,26,9.7,0
327,"5",10,"Monday",0,0,8.51666666666667,4.25833333333333,3.7775,0,2,2,11.4,0
327,"6",8,"Tuesday",0,0,81.1333333333333,11.5904761904762,20.92,0,2,7,26.3,0
327,"6",15,"Tuesday",1,0,451.166666666667,13.6717171717172,NA,2,24,33,17.9,0
327,"6",27,"Sunday",0,0,171.1,19.0111111111111,36.915,1,6,9,26.9,0
327,"7",7,"Wednesday",1,0,772.266666666667,14.0412121212121,NA,5,27,55,16.4,0
327,"7",13,"Tuesday",0,0,305.45,25.4541666666667,60.8175,2,7,12,23.2,5.8
327,"8",7,"Saturday",1,0,320.55,13.35625,NA,3,13,24,23.6,0.8
327,"8",24,"Tuesday",1,0,674.866666666667,14.6710144927536,NA,4,25,46,27.2,0
327,"9",4,"Saturday",1,0,530.55,14.3391891891892,NA,0,23,37,19,0
327,"9",21,"Tuesday",0,0,181.166666666667,18.1166666666667,39.675,3,5,10,20.2,0
327,"10",3,"Sunday",0,0,167.1,16.71,37.565,0,3,10,13,0.7
327,"10",14,"Thursday",0,0,297.45,15.6552631578947,68.3675,1,8,19,18.3,0
327,"10",16,"Saturday",1,0,457.116666666667,13.4446078431373,NA,2,7,34,15.8,18.7
327,"10",25,"Monday",1,0,152.983333333333,8.99901960784314,NA,2,12,17,6.5,0.5
327,"10",31,"Sunday",1,0,43.1,10.775,NA,0,2,4,9.6,37
328,"4",11,"Sunday",1,0,321.833333333333,13.9927536231884,NA,5,17,23,12.5,0
328,"5",3,"Monday",0,0,205.883333333333,22.8759259259259,42.1325,1,8,9,7.6,0
328,"5",15,"Saturday",0,0,261.65,20.1269230769231,55.4975,5,8,13,17.7,0.2
328,"6",4,"Friday",1,0,640.4,11.8592592592593,NA,8,36,54,22,0
328,"6",8,"Tuesday",0,0,247.766666666667,16.5177777777778,55.915,2,5,15,26.3,0
328,"6",21,"Monday",1,0,692.1,10.4863636363636,NA,18,36,66,24.1,2.9
328,"7",8,"Thursday",1,0,565.966666666667,8.44726368159204,NA,23,39,67,17.2,16.1
328,"8",4,"Wednesday",0,0,278.433333333333,19.8880952380952,59.265,3,7,14,21.1,0.2
328,"8",18,"Wednesday",1,0,950.066666666667,11.0472868217054,NA,16,49,86,25.4,0
328,"8",27,"Friday",1,0,1467.38333333333,13.1016369047619,NA,18,64,112,21.2,0
328,"9",13,"Monday",1,0,818.55,9.30170454545454,NA,21,56,88,17.3,0.2
328,"10",2,"Saturday",1,0,535.333333333333,10.2948717948718,NA,7,24,52,11.9,11.4
328,"11",3,"Wednesday",1,0,535.583333333333,8.63844086021505,NA,17,32,62,2.2,0
329,"5",12,"Wednesday",1,0,516.866666666667,18.4595238095238,NA,4,23,28,12,0
329,"6",7,"Monday",1,0,567.6,16.6941176470588,NA,1,23,34,27.6,0
329,"6",10,"Thursday",0,0,46.55,23.275,9.4825,0,2,2,18.5,0
329,"7",22,"Thursday",0,0,186.1,14.3153846153846,44.165,0,8,13,19.6,0
329,"7",30,"Friday",0,0,71.3333333333333,11.8888888888889,18.2,0,5,6,16.5,0
329,"8",18,"Wednesday",0,0,168.1,14.0083333333333,40.215,3,9,12,25.4,0
329,"8",30,"Monday",1,0,667.883333333333,14.5192028985507,NA,0,40,46,24.8,5.3
329,"9",3,"Friday",0,0,395.9,16.4958333333333,89.385,2,13,24,18,0
329,"9",19,"Sunday",1,0,661.666666666667,15.0378787878788,NA,6,32,44,15.4,0
329,"10",11,"Monday",1,1,559.05,15.9728571428571,NA,3,20,35,18.4,0
329,"10",27,"Wednesday",0,0,309.95,16.3131578947368,70.2425,1,9,19,9.6,0
330,"4",12,"Monday",1,0,534.166666666667,15.7107843137255,NA,9,25,34,12.9,0
330,"4",23,"Friday",0,0,132.7,22.1166666666667,27.405,0,6,6,8.3,0
330,"4",24,"Saturday",0,0,470.883333333333,16.2373563218391,106.8825,3,26,29,14.1,0
330,"4",25,"Sunday",0,0,104.4,20.88,21.91,0,5,5,9.2,1.4
330,"5",13,"Thursday",0,0,382.866666666667,16.6463768115942,86.18,2,14,23,13.4,0
330,"5",24,"Monday",1,1,2951.61666666667,17.4651873767258,NA,21,123,169,14.4,0
330,"6",20,"Sunday",1,0,2773.1,14.0766497461929,NA,32,93,197,21.8,0
330,"6",21,"Monday",0,0,123.016666666667,15.3770833333333,28.4525,1,3,8,24.1,2.9
330,"8",25,"Wednesday",0,0,575.7,15.9916666666667,131.355,2,17,36,26.6,0
330,"9",22,"Wednesday",0,0,294.816666666667,12.818115942029,72.9725,5,16,23,20.8,0.2
330,"10",2,"Saturday",0,0,513.15,17.6948275862069,113.2225,0,8,29,11.9,11.4
330,"10",6,"Wednesday",0,0,494.283333333333,16.4761111111111,111.6425,4,22,30,14.3,0
330,"10",25,"Monday",0,0,178.7,19.8555555555556,38.055,3,6,9,6.5,0.5
331,"4",19,"Monday",0,0,94.45,13.4928571428571,22.9175,2,5,7,12.3,0
331,"4",30,"Friday",1,0,150.2,7.51,NA,6,14,20,7.9,27.8
331,"5",2,"Sunday",0,0,401.7,18.2590909090909,87.755,1,21,22,10,0
331,"5",9,"Sunday",1,0,924.05,11.550625,NA,10,66,80,11.4,0
331,"5",27,"Thursday",0,0,294.116666666667,17.3009803921569,65.3675,0,16,17,11.5,0
331,"6",20,"Sunday",1,0,1344.76666666667,14.0079861111111,NA,12,58,96,21.8,0
331,"7",4,"Sunday",0,0,292.483333333333,16.2490740740741,66.3725,1,5,18,18.4,0
331,"7",10,"Saturday",0,0,391.433333333333,13.9797619047619,93.715,2,13,28,19,0
331,"7",19,"Monday",0,0,197.383333333333,13.1588888888889,48.3575,0,11,15,23.3,0
331,"7",24,"Saturday",0,0,503.466666666667,14.8078431372549,118.02,3,21,34,21.9,0.6
331,"7",27,"Tuesday",0,0,172.4,11.4933333333333,44.61,1,8,15,19,1.4
331,"7",29,"Thursday",1,0,538.983333333333,9.29281609195402,NA,23,17,58,17.7,0.7
331,"8",9,"Monday",1,0,826.416666666667,11.0188888888889,NA,11,32,75,25.2,0.2
331,"8",16,"Monday",1,0,1060.56666666667,11.6545787545788,NA,14,50,91,19.5,0
331,"8",21,"Saturday",0,0,497.85,16.595,112.1775,2,10,30,27.5,0
331,"9",1,"Wednesday",1,0,1096.88333333333,11.3080756013746,NA,16,53,97,18,0
331,"9",19,"Sunday",0,0,478.883333333333,14.5116161616162,113.0825,3,16,33,15.4,0
331,"9",27,"Monday",0,0,104.3,8.69166666666667,30.645,4,6,12,13.6,3.1
331,"9",27,"Monday",1,0,468.016666666667,7.93248587570621,NA,21,27,59,13.6,3.1
331,"10",12,"Tuesday",1,0,549.983333333333,9.48247126436782,NA,9,41,58,18.5,0
331,"10",15,"Friday",1,0,518.333333333333,8.63888888888889,NA,17,29,60,18.4,0
331,"10",25,"Monday",1,0,453.216666666667,7.81408045977012,NA,25,30,58,6.5,0.5
331,"11",5,"Friday",0,0,156.333333333333,11.1666666666667,40.95,2,8,14,3.5,0
331,"11",10,"Wednesday",1,0,457.116666666667,7.88132183908046,NA,19,36,58,6,0
332,"4",13,"Tuesday",0,0,46.4,11.6,11.96,1,3,4,12.1,0.2
332,"4",17,"Saturday",0,0,38.4333333333333,9.60833333333333,10.765,0,4,4,6.8,0
332,"4",19,"Monday",1,0,851.866666666667,17.3850340136054,NA,7,41,49,12.3,0
332,"4",22,"Thursday",1,0,224.25,11.2125,NA,4,16,20,0.8,0
332,"4",27,"Tuesday",0,0,191.583333333333,23.9479166666667,38.7375,0,7,8,8,0
332,"5",8,"Saturday",1,0,960.766666666667,15.2502645502645,NA,12,47,63,11.7,0
332,"6",1,"Tuesday",1,0,1297.05,13.5109375,NA,12,70,96,19.3,1.4
332,"6",26,"Saturday",0,0,210.016666666667,26.2520833333333,41.5025,0,3,8,21.4,20.8
332,"7",3,"Saturday",1,0,1367.55,15.7189655172414,NA,14,51,87,16.5,0
332,"7",9,"Friday",1,0,1219.23333333333,13.6992509363296,NA,6,57,89,18.1,0
332,"7",12,"Monday",0,0,189,14.5384615384615,44.6,3,8,13,23.1,0
332,"7",24,"Saturday",0,0,447.216666666667,19.4442028985507,95.8325,3,14,23,21.9,0.6
332,"8",11,"Wednesday",1,0,1603.55,15.1278301886792,NA,12,56,106,27,5
332,"8",19,"Thursday",1,0,994.783333333333,12.4347916666667,NA,14,36,80,23.7,0.5
332,"8",21,"Saturday",1,0,1407.03333333333,14.2124579124579,NA,17,53,99,27.5,0
332,"9",1,"Wednesday",1,0,1494.5,13.463963963964,NA,22,62,111,18,0
332,"9",3,"Friday",0,0,390.466666666667,20.5508771929825,82.32,3,12,19,18,0
332,"9",3,"Friday",1,0,1201,11.4380952380952,NA,18,60,105,18,0
