"","name","latitude","longitude","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain","arrond","rain_bin","wkend","superficie","population_2021","density"
"740","Beaudry / Sherbrooke",45.523035,-73.565395,253,"5","27","Thursday","0",0,29.2,9.73333333333333,8.13,2,1,3,11.5,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"741","Beaudry / Sherbrooke",45.523035,-73.565395,253,"6","4","Friday","0",0,146.966666666667,18.3708333333333,32.045,0,3,8,22,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"742","Beaudry / Sherbrooke",45.523035,-73.565395,253,"6","28","Monday","0",0,97.95,16.325,22.1925,0,3,6,27,2.3,"Ville-Marie",1,0,16.5,104944,6360.24242424242
"743","Beaudry / Sherbrooke",45.523035,-73.565395,253,"7","21","Wednesday","0",0,98.8666666666667,19.7733333333333,21.08,2,1,5,20,1.5,"Ville-Marie",1,0,16.5,104944,6360.24242424242
"744","Beaudry / Sherbrooke",45.523035,-73.565395,253,"7","23","Friday","1",0,558.516666666667,13.9629166666667,NA,9,21,40,21,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"745","Beaudry / Sherbrooke",45.523035,-73.565395,253,"8","2","Monday","0",0,56.65,11.33,14.7475,0,4,5,18.8,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"746","Beaudry / Sherbrooke",45.523035,-73.565395,253,"8","4","Wednesday","0",0,46.15,9.23,13.1725,3,2,5,21.1,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242
"747","Beaudry / Sherbrooke",45.523035,-73.565395,253,"8","6","Friday","1",0,420.883333333333,10.5220833333333,NA,11,16,40,25.1,0.2,"Ville-Marie",1,0,16.5,104944,6360.24242424242
"748","Beaudry / Sherbrooke",45.523035,-73.565395,253,"8","25","Wednesday","1",0,862.933333333333,15.1391812865497,NA,14,31,57,26.6,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"749","Beaudry / Sherbrooke",45.523035,-73.565395,253,"8","28","Saturday","0",0,79.45,15.89,18.1675,1,2,5,18.9,0,"Ville-Marie",0,1,16.5,104944,6360.24242424242
"750","Beaudry / Sherbrooke",45.523035,-73.565395,253,"9","1","Wednesday","0",0,137.183333333333,13.7183333333333,33.0775,2,2,10,18,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"751","Beaudry / Sherbrooke",45.523035,-73.565395,253,"9","7","Tuesday","1",0,651.85,11.4359649122807,NA,14,32,57,17.9,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"752","Beaudry / Sherbrooke",45.523035,-73.565395,253,"9","9","Thursday","0",0,170.766666666667,17.0766666666667,38.115,1,4,10,19.5,1.6,"Ville-Marie",1,0,16.5,104944,6360.24242424242
"753","Beaudry / Sherbrooke",45.523035,-73.565395,253,"10","7","Thursday","1",0,558.566666666667,11.3993197278912,NA,15,23,49,14.4,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"754","Beaudry / Sherbrooke",45.523035,-73.565395,253,"10","26","Tuesday","1",0,478.9,12.6026315789474,NA,14,18,38,9.6,6.4,"Ville-Marie",1,0,16.5,104944,6360.24242424242
"755","Beaudry / Sherbrooke",45.523035,-73.565395,253,"11","1","Monday","0",0,60.4166666666667,12.0833333333333,15.3125,2,2,5,8,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242
"756","Bel Air / St-Antoine",45.482778,-73.584621,65,"5","6","Thursday","0",0,21.05,21.05,4.4075,1,0,1,10.2,0,"Le Sud-Ouest",0,0,15.7,84553,5385.54140127389
"757","Bel Air / St-Antoine",45.482778,-73.584621,65,"5","16","Sunday","0",0,8.43333333333333,8.43333333333333,2.515,0,0,1,15.8,0.3,"Le Sud-Ouest",1,1,15.7,84553,5385.54140127389
"758","Bel Air / St-Antoine",45.482778,-73.584621,65,"5","22","Saturday","1",0,123.766666666667,13.7518518518519,NA,2,6,9,23.6,0.3,"Le Sud-Ouest",1,1,15.7,84553,5385.54140127389
"759","Bel Air / St-Antoine",45.482778,-73.584621,65,"5","27","Thursday","1",0,249.083333333333,20.7569444444444,NA,7,5,12,11.5,0,"Le Sud-Ouest",0,0,15.7,84553,5385.54140127389
"760","Bel Air / St-Antoine",45.482778,-73.584621,65,"6","8","Tuesday","0",0,29.1333333333333,14.5666666666667,6.87,2,0,2,26.3,0,"Le Sud-Ouest",0,0,15.7,84553,5385.54140127389
"761","Bel Air / St-Antoine",45.482778,-73.584621,65,"6","27","Sunday","0",0,1.25,1.25,1.4375,1,0,1,26.9,0,"Le Sud-Ouest",0,1,15.7,84553,5385.54140127389
"762","Bel Air / St-Antoine",45.482778,-73.584621,65,"6","28","Monday","1",0,174.833333333333,15.8939393939394,NA,2,7,11,27,2.3,"Le Sud-Ouest",1,0,15.7,84553,5385.54140127389
"763","Bel Air / St-Antoine",45.482778,-73.584621,65,"7","9","Friday","0",0,60.9666666666667,15.2416666666667,14.145,1,3,4,18.1,0,"Le Sud-Ouest",0,0,15.7,84553,5385.54140127389
"764","Bel Air / St-Antoine",45.482778,-73.584621,65,"7","24","Saturday","1",0,72.95,14.59,NA,2,2,5,21.9,0.6,"Le Sud-Ouest",1,1,15.7,84553,5385.54140127389
"765","Bel Air / St-Antoine",45.482778,-73.584621,65,"8","7","Saturday","1",0,110.683333333333,13.8354166666667,NA,3,3,8,23.6,0.8,"Le Sud-Ouest",1,1,15.7,84553,5385.54140127389
"766","Bel Air / St-Antoine",45.482778,-73.584621,65,"9","21","Tuesday","1",0,307.483333333333,17.0824074074074,NA,5,12,18,20.2,0,"Le Sud-Ouest",0,0,15.7,84553,5385.54140127389
"767","Bel Air / St-Antoine",45.482778,-73.584621,65,"10","22","Friday","0",0,11.7333333333333,5.86666666666667,4.26,1,1,2,8.7,13.8,"Le Sud-Ouest",1,0,15.7,84553,5385.54140127389
"768","Bel Air / St-Antoine",45.482778,-73.584621,65,"10","25","Monday","0",0,11.55,5.775,4.2325,2,0,2,6.5,0.5,"Le Sud-Ouest",1,0,15.7,84553,5385.54140127389
"769","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"4","20","Tuesday","1",0,58.9,29.45,NA,0,2,2,7.7,0.4,"Anjou",1,0,13.7,43243,3156.42335766423
"770","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"4","25","Sunday","1",0,96.7333333333333,19.3466666666667,NA,0,5,5,9.2,1.4,"Anjou",1,1,13.7,43243,3156.42335766423
"771","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"5","5","Wednesday","0",0,44.8333333333333,44.8333333333333,7.975,0,1,1,10.7,0.8,"Anjou",1,0,13.7,43243,3156.42335766423
"772","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"6","17","Thursday","0",0,67.4666666666667,22.4888888888889,13.87,0,2,3,18.2,0,"Anjou",0,0,13.7,43243,3156.42335766423
"773","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"6","29","Tuesday","0",0,19.8833333333333,9.94166666666667,5.4825,0,1,2,25.6,0,"Anjou",0,0,13.7,43243,3156.42335766423
"774","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"6","30","Wednesday","1",0,136.116666666667,17.0145833333333,NA,0,4,8,23.4,31.7,"Anjou",1,0,13.7,43243,3156.42335766423
"775","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"7","7","Wednesday","1",0,292.166666666667,24.3472222222222,NA,1,10,12,16.4,0,"Anjou",0,0,13.7,43243,3156.42335766423
"776","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"7","8","Thursday","1",0,137.3,27.46,NA,1,3,5,17.2,16.1,"Anjou",1,0,13.7,43243,3156.42335766423
"777","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"7","13","Tuesday","1",0,152.116666666667,21.7309523809524,NA,1,6,7,23.2,5.8,"Anjou",1,0,13.7,43243,3156.42335766423
"778","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"7","17","Saturday","0",0,6.71666666666667,6.71666666666667,2.2575,0,1,1,21.7,0,"Anjou",0,1,13.7,43243,3156.42335766423
"779","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"7","19","Monday","1",0,220.25,16.9423076923077,NA,2,11,13,23.3,0,"Anjou",0,0,13.7,43243,3156.42335766423
"780","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"7","26","Monday","0",0,12.9,12.9,3.185,0,0,1,23.5,0,"Anjou",0,0,13.7,43243,3156.42335766423
"781","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"8","1","Sunday","0",0,60.4,20.1333333333333,12.81,0,2,3,16.9,0,"Anjou",0,1,13.7,43243,3156.42335766423
"782","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"8","9","Monday","0",0,16.95,8.475,5.0425,0,1,2,25.2,0.2,"Anjou",1,0,13.7,43243,3156.42335766423
"783","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"8","26","Thursday","1",0,236.85,26.3166666666667,NA,1,5,9,27.6,0,"Anjou",0,0,13.7,43243,3156.42335766423
"784","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"9","25","Saturday","1",0,220.966666666667,22.0966666666667,NA,1,9,10,16.7,0,"Anjou",0,1,13.7,43243,3156.42335766423
"785","Bélanger / des Galeries d'Anjou",45.597221,-73.56279,501,"10","4","Monday","1",0,176.05,19.5611111111111,NA,1,8,9,12.2,0,"Anjou",0,0,13.7,43243,3156.42335766423
"786","Bélanger / St-Denis",45.53696,-73.61199,567,"5","2","Sunday","0",0,76.6,12.7666666666667,18.99,0,6,6,10,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358
"787","Bélanger / St-Denis",45.53696,-73.61199,567,"5","17","Monday","1",0,853.65,14.9763157894737,NA,13,41,57,17.9,0.2,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"788","Bélanger / St-Denis",45.53696,-73.61199,567,"5","25","Tuesday","0",0,41.8166666666667,8.36333333333333,12.5225,0,4,5,19.7,0.5,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"789","Bélanger / St-Denis",45.53696,-73.61199,567,"7","4","Sunday","0",0,191.95,15.9958333333333,43.7925,2,8,12,18.4,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358
"790","Bélanger / St-Denis",45.53696,-73.61199,567,"8","10","Tuesday","0",0,70.3833333333333,14.0766666666667,16.8075,0,5,5,26.5,10.4,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"791","Bélanger / St-Denis",45.53696,-73.61199,567,"8","13","Friday","1",0,871.916666666667,11.3235930735931,NA,20,37,77,27,0.2,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"792","Bélanger / St-Denis",45.53696,-73.61199,567,"8","28","Saturday","0",0,154.266666666667,12.8555555555556,38.14,5,4,12,18.9,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358
"793","Bélanger / St-Denis",45.53696,-73.61199,567,"9","5","Sunday","0",0,313.783333333333,18.4578431372549,68.3175,1,4,17,19.5,13.6,"Rosemont-La Petite-Patrie",1,1,15.9,141813,8919.05660377358
"794","Bélanger / St-Denis",45.53696,-73.61199,567,"9","19","Sunday","0",0,497.566666666667,19.9026666666667,105.885,5,15,25,15.4,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358
"795","Bélanger / St-Denis",45.53696,-73.61199,567,"9","21","Tuesday","0",0,209.25,14.9464285714286,48.8875,4,9,14,20.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358
"796","Bélanger / St-Denis",45.53696,-73.61199,567,"9","24","Friday","1",0,874.25,14.5708333333333,NA,8,44,60,18.3,26.5,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"797","Bélanger / St-Denis",45.53696,-73.61199,567,"9","25","Saturday","0",0,507.666666666667,17.5057471264368,112.4,4,16,29,16.7,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358
"798","Bélanger / St-Denis",45.53696,-73.61199,567,"10","17","Sunday","0",0,234.633333333333,16.7595238095238,52.695,1,9,14,11.1,0.2,"Rosemont-La Petite-Patrie",1,1,15.9,141813,8919.05660377358
"799","Bélanger / St-Denis",45.53696,-73.61199,567,"10","18","Monday","0",0,82.3333333333333,11.7619047619048,21.1,1,6,7,9.7,0.7,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"800","Bélanger / St-Denis",45.53696,-73.61199,567,"10","29","Friday","0",0,158.933333333333,12.225641025641,40.09,0,8,13,7.8,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358
"801","Bélanger / St-Denis",45.53696,-73.61199,567,"11","8","Monday","0",0,78.5333333333333,19.6333333333333,16.78,0,4,4,10.5,0.2,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358
"802","Bélanger / St-Denis",45.53696,-73.61199,567,"11","9","Tuesday","1",0,576.45,11.529,NA,13,33,50,10.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358
"803","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"5","6","Thursday","0",0,46.65,15.55,10.7475,0,3,3,10.2,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"804","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"5","11","Tuesday","1",0,327.083333333333,14.2210144927536,NA,7,13,23,9.8,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"805","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"5","14","Friday","0",0,61.8666666666667,30.9333333333333,11.78,0,2,2,17.8,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"806","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"5","15","Saturday","1",0,882.083333333333,20.0473484848485,NA,8,32,44,17.7,0.2,"Mercier-Hochelaga-Maisonneuve",1,1,25.4,140627,5536.49606299213
"807","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"5","27","Thursday","1",0,501.15,15.1863636363636,NA,7,24,33,11.5,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"808","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"5","29","Saturday","0",0,43.6166666666667,8.72333333333333,12.7925,1,3,5,11.4,0,"Mercier-Hochelaga-Maisonneuve",0,1,25.4,140627,5536.49606299213
"809","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"6","3","Thursday","0",0,11.95,11.95,3.0425,0,1,1,17.5,6.3,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"810","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"6","8","Tuesday","0",0,43.65,10.9125,11.5475,0,2,4,26.3,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"811","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"6","30","Wednesday","0",0,68.0166666666667,17.0041666666667,15.2025,0,0,4,23.4,31.7,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"812","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"7","12","Monday","1",0,873.883333333333,14.325956284153,NA,13,35,61,23.1,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"813","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"8","2","Monday","0",0,104.35,20.87,21.9025,2,2,5,18.8,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"814","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"8","29","Sunday","0",0,436.566666666667,31.1833333333333,82.985,0,12,14,19.3,6.5,"Mercier-Hochelaga-Maisonneuve",1,1,25.4,140627,5536.49606299213
"815","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"9","4","Saturday","1",0,413.4,13.3354838709677,NA,6,21,31,19,0,"Mercier-Hochelaga-Maisonneuve",0,1,25.4,140627,5536.49606299213
"816","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"9","18","Saturday","1",0,419.016666666667,19.0462121212121,NA,7,10,22,18.7,0,"Mercier-Hochelaga-Maisonneuve",0,1,25.4,140627,5536.49606299213
"817","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"9","24","Friday","0",0,46.8666666666667,23.4333333333333,9.53,0,1,2,18.3,26.5,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"818","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"9","25","Saturday","0",0,27.1833333333333,27.1833333333333,5.3275,0,1,1,16.7,0,"Mercier-Hochelaga-Maisonneuve",0,1,25.4,140627,5536.49606299213
"819","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"10","23","Saturday","1",0,226.55,12.5861111111111,NA,3,11,18,4.9,0,"Mercier-Hochelaga-Maisonneuve",0,1,25.4,140627,5536.49606299213
"820","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"10","25","Monday","1",0,210.05,17.5041666666667,NA,5,6,12,6.5,0.5,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"821","Bennett / Pierre-de-Coubertin",45.5581597,-73.5484001,788,"11","12","Friday","0",0,8.96666666666667,8.96666666666667,2.595,0,1,1,7.7,20.4,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"822","Bennett / Ste-Catherine",45.553053,-73.532427,140,"4","9","Friday","1",0,170.45,21.30625,NA,1,5,8,15.9,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"823","Bennett / Ste-Catherine",45.553053,-73.532427,140,"6","2","Wednesday","1",0,593.266666666667,14.8316666666667,NA,12,27,40,20.9,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"824","Bennett / Ste-Catherine",45.553053,-73.532427,140,"6","7","Monday","0",0,17.3333333333333,8.66666666666667,5.1,0,2,2,27.6,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"825","Bennett / Ste-Catherine",45.553053,-73.532427,140,"6","11","Friday","0",0,22.8833333333333,22.8833333333333,4.6825,0,1,1,19.7,0.2,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"826","Bennett / Ste-Catherine",45.553053,-73.532427,140,"6","15","Tuesday","1",0,400.583333333333,13.3527777777778,NA,10,15,30,17.9,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"827","Bennett / Ste-Catherine",45.553053,-73.532427,140,"6","21","Monday","1",0,291.8,12.1583333333333,NA,4,12,24,24.1,2.9,"Mercier-Hochelaga-Maisonneuve",1,0,25.4,140627,5536.49606299213
"828","Bennett / Ste-Catherine",45.553053,-73.532427,140,"6","29","Tuesday","0",0,34.75,8.6875,10.2125,1,2,4,25.6,0,"Mercier-Hochelaga-Maisonneuve",0,0,25.4,140627,5536.49606299213
"829","Benny / Sherbrooke",45.464877,-73.626597,343,"5","1","Saturday","0",0,32.9833333333333,16.4916666666667,7.4475,1,1,2,5.9,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"830","Benny / Sherbrooke",45.464877,-73.626597,343,"5","2","Sunday","0",0,132.633333333333,26.5266666666667,26.145,0,5,5,10,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"831","Benny / Sherbrooke",45.464877,-73.626597,343,"5","14","Friday","0",0,24.75,24.75,4.9625,1,0,1,17.8,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907
"832","Benny / Sherbrooke",45.464877,-73.626597,343,"5","23","Sunday","1",0,371.15,23.196875,NA,1,14,16,15.8,0.5,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,1,21.4,170583,7971.16822429907
"833","Benny / Sherbrooke",45.464877,-73.626597,343,"5","25","Tuesday","1",0,520.45,21.6854166666667,NA,6,15,24,19.7,0.5,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907
"834","Benny / Sherbrooke",45.464877,-73.626597,343,"7","4","Sunday","0",0,154.683333333333,25.7805555555556,30.7025,2,4,6,18.4,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"835","Benny / Sherbrooke",45.464877,-73.626597,343,"7","26","Monday","1",0,269.733333333333,12.8444444444444,NA,8,11,21,23.5,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907
"836","Benny / Sherbrooke",45.464877,-73.626597,343,"7","31","Saturday","1",0,403.35,16.80625,NA,10,10,24,17.9,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"837","Benny / Sherbrooke",45.464877,-73.626597,343,"8","7","Saturday","0",0,50.2166666666667,12.5541666666667,12.5325,2,2,4,23.6,0.8,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,1,21.4,170583,7971.16822429907
"838","Benny / Sherbrooke",45.464877,-73.626597,343,"8","15","Sunday","0",0,23.4333333333333,7.81111111111111,7.265,2,1,3,18.2,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"839","Benny / Sherbrooke",45.464877,-73.626597,343,"8","21","Saturday","0",0,292.566666666667,22.5051282051282,60.135,2,7,13,27.5,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"840","Benny / Sherbrooke",45.464877,-73.626597,343,"8","30","Monday","1",0,303.3,13.7863636363636,NA,5,14,22,24.8,5.3,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907
"841","Benny / Sherbrooke",45.464877,-73.626597,343,"9","1","Wednesday","0",0,240.416666666667,24.0416666666667,48.5625,1,8,10,18,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907
"842","Benny / Sherbrooke",45.464877,-73.626597,343,"9","6","Monday","0",1,67.45,16.8625,15.1175,1,1,4,17.4,6.3,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907
"843","Benny / Sherbrooke",45.464877,-73.626597,343,"9","6","Monday","1",1,179.183333333333,16.2893939393939,NA,5,4,11,17.4,6.3,"Côte-des-Neiges-Notre-Dame-de-Grâce",1,0,21.4,170583,7971.16822429907
"844","Benny / Sherbrooke",45.464877,-73.626597,343,"9","12","Sunday","1",0,225.033333333333,16.0738095238095,NA,6,7,14,19.1,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,1,21.4,170583,7971.16822429907
"845","Benny / Sherbrooke",45.464877,-73.626597,343,"10","11","Monday","0",1,88.75,22.1875,18.3125,2,1,4,18.4,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907
"846","Benny / Sherbrooke",45.464877,-73.626597,343,"10","28","Thursday","1",0,98.4833333333333,10.9425925925926,NA,2,6,9,7.9,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907
"847","Benny / Sherbrooke",45.464877,-73.626597,343,"11","11","Thursday","0",0,50.7833333333333,10.1566666666667,13.8675,3,1,5,3.9,0,"Côte-des-Neiges-Notre-Dame-de-Grâce",0,0,21.4,170583,7971.16822429907
"848","Bercy / Rachel",45.538403,-73.561964,152,"4","21","Wednesday","1",0,62.1,8.87142857142857,NA,4,3,7,1.1,6.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333
"849","Bercy / Rachel",45.538403,-73.561964,152,"4","24","Saturday","1",0,371.9,16.1695652173913,NA,5,18,23,14.1,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333
"850","Bercy / Rachel",45.538403,-73.561964,152,"5","6","Thursday","0",0,21.5333333333333,10.7666666666667,5.73,0,2,2,10.2,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333
"851","Bercy / Rachel",45.538403,-73.561964,152,"5","27","Thursday","1",0,381.3,13.6178571428571,NA,8,18,28,11.5,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333
"852","Bercy / Rachel",45.538403,-73.561964,152,"5","29","Saturday","0",0,59,14.75,13.85,2,2,4,11.4,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333
"853","Bercy / Rachel",45.538403,-73.561964,152,"5","30","Sunday","0",0,37.6833333333333,18.8416666666667,8.1525,1,1,2,13.6,0.9,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333
"854","Bercy / Rachel",45.538403,-73.561964,152,"6","3","Thursday","1",0,217.866666666667,9.07777777777778,NA,6,17,24,17.5,6.3,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333
"855","Bercy / Rachel",45.538403,-73.561964,152,"6","22","Tuesday","0",0,64.1333333333333,16.0333333333333,14.62,1,3,4,15.5,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333
"856","Bercy / Rachel",45.538403,-73.561964,152,"7","3","Saturday","0",0,215.583333333333,19.5984848484848,46.0875,6,2,11,16.5,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333
"857","Bercy / Rachel",45.538403,-73.561964,152,"7","7","Wednesday","1",0,447.233333333333,12.7780952380952,NA,8,18,35,16.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333
"858","Bercy / Rachel",45.538403,-73.561964,152,"8","7","Saturday","0",0,19.7,9.85,5.455,1,1,2,23.6,0.8,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333
"859","Bercy / Rachel",45.538403,-73.561964,152,"8","10","Tuesday","0",0,87.6666666666667,14.6111111111111,20.65,2,4,6,26.5,10.4,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333
"860","Bercy / Rachel",45.538403,-73.561964,152,"8","11","Wednesday","0",0,61.2833333333333,10.2138888888889,16.6925,3,3,6,27,5,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333
"861","Bercy / Rachel",45.538403,-73.561964,152,"9","15","Wednesday","1",0,245.4,12.27,NA,7,10,20,17.6,11.1,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333
"862","Bercy / Rachel",45.538403,-73.561964,152,"10","1","Friday","1",0,376.916666666667,12.5638888888889,NA,5,25,30,12.5,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333
"863","Bercy / Rachel",45.538403,-73.561964,152,"10","3","Sunday","0",0,42.5833333333333,14.1944444444444,10.1375,1,2,3,13,0.7,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333
"864","Berlioz / de l'Île des Soeurs",45.459986,-73.543956,444,"4","12","Monday","0",0,27.8333333333333,27.8333333333333,5.425,0,1,1,12.9,0,"Verdun",0,0,9.7,70377,7255.36082474227
"865","Berlioz / de l'Île des Soeurs",45.459986,-73.543956,444,"5","6","Thursday","1",0,193.7,38.74,NA,1,1,5,10.2,0,"Verdun",0,0,9.7,70377,7255.36082474227
"866","Berlioz / de l'Île des Soeurs",45.459986,-73.543956,444,"5","15","Saturday","0",0,92.7833333333333,23.1958333333333,18.9175,2,2,4,17.7,0.2,"Verdun",1,1,9.7,70377,7255.36082474227
