"","name","arrond","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
"3648","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,6,27,"Sunday",1,0,208.366666666667,8.68194444444444,NA,2,13,24,26.9,0
"3649","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,8,12,"Thursday",1,0,361.1,9.25897435897436,NA,15,19,39,26.9,0
"3650","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,9,12,"Sunday",1,0,313.85,9.8078125,NA,7,20,32,19.1,0
"3651","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,9,21,"Tuesday",0,0,258.966666666667,19.9205128205128,55.095,4,5,13,20.2,0
"3652","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,9,27,"Monday",0,0,38.25,9.5625,10.7375,1,2,4,13.6,3.1
"3653","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,10,28,"Thursday",0,0,65.8666666666667,10.9777777777778,17.38,1,4,6,7.9,0
"3654","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,10,28,"Thursday",1,0,254.7,8.78275862068966,NA,15,11,29,7.9,0
"3655","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,10,31,"Sunday",0,0,17.95,5.98333333333333,6.4425,1,2,3,9.6,37
"3656","Gilford / de Lanaudière","Le Plateau-Mont-Royal",268,11,14,"Sunday",1,0,121.9,8.70714285714286,NA,0,12,14,4.1,3
"3657","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,5,7,"Friday",0,0,51.15,17.05,11.4225,1,0,3,9.7,0
"3658","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,6,1,"Tuesday",1,0,212.066666666667,13.2541666666667,NA,5,8,16,19.3,1.4
"3659","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,6,27,"Sunday",0,0,137.666666666667,17.2083333333333,30.65,3,4,8,26.9,0
"3660","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,7,6,"Tuesday",1,0,236.066666666667,12.4245614035088,NA,5,11,19,23.1,1.2
"3661","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,7,12,"Monday",1,0,457.083333333333,19.0451388888889,NA,1,17,24,23.1,0
"3662","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,8,2,"Monday",1,0,523.416666666667,17.4472222222222,NA,6,18,30,18.8,0
"3663","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,9,1,"Wednesday",0,0,133.516666666667,22.2527777777778,27.5275,0,6,6,18,0
"3664","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,9,6,"Monday",0,1,86.3,28.7666666666667,16.695,0,2,3,17.4,6.3
"3665","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,10,3,"Sunday",1,0,293.633333333333,15.4543859649123,NA,3,6,19,13,0.7
"3666","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,10,4,"Monday",1,0,98.25,9.825,NA,3,5,10,12.2,0
"3667","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,10,16,"Saturday",0,0,40.9833333333333,8.19666666666667,12.3975,4,1,5,15.8,18.7
"3668","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,10,17,"Sunday",1,0,276.966666666667,17.3104166666667,NA,6,8,16,11.1,0.2
"3669","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,10,19,"Tuesday",1,0,259.916666666667,12.9958333333333,NA,7,13,20,8.8,0
"3670","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,10,28,"Thursday",0,0,44.3166666666667,11.0791666666667,11.6475,1,3,4,7.9,0
"3671","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,11,11,"Thursday",0,0,31.6666666666667,15.8333333333333,7.25,0,2,2,3.9,0
"3672","Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",914,11,14,"Sunday",0,0,9.56666666666667,9.56666666666667,2.685,0,1,1,4.1,3
"3673","3e avenue / Holt","Rosemont - La Petite-Patrie",887,4,18,"Sunday",0,0,56.9166666666667,28.4583333333333,11.0375,0,2,2,9.1,0
"3674","3e avenue / Holt","Rosemont - La Petite-Patrie",887,4,18,"Sunday",1,0,117.15,19.525,NA,3,3,6,9.1,0
"3675","3e avenue / Holt","Rosemont - La Petite-Patrie",887,4,19,"Monday",0,0,113.883333333333,28.4708333333333,22.0825,1,3,4,12.3,0
"3676","3e avenue / Holt","Rosemont - La Petite-Patrie",887,5,18,"Tuesday",1,0,303.8,13.8090909090909,NA,8,12,22,20,0
"3677","3e avenue / Holt","Rosemont - La Petite-Patrie",887,5,24,"Monday",0,1,63.3333333333333,10.5555555555556,17,2,4,6,14.4,0
"3678","3e avenue / Holt","Rosemont - La Petite-Patrie",887,5,25,"Tuesday",1,0,293.916666666667,15.469298245614,NA,10,9,19,19.7,0.5
"3679","3e avenue / Holt","Rosemont - La Petite-Patrie",887,6,15,"Tuesday",0,0,19.8,9.9,5.47,2,0,2,17.9,0
"3680","3e avenue / Holt","Rosemont - La Petite-Patrie",887,7,7,"Wednesday",1,0,250.233333333333,11.3742424242424,NA,8,11,22,16.4,0
"3681","3e avenue / Holt","Rosemont - La Petite-Patrie",887,7,14,"Wednesday",0,0,37.25,12.4166666666667,9.3375,2,1,3,24.2,0
"3682","3e avenue / Holt","Rosemont - La Petite-Patrie",887,8,1,"Sunday",1,0,360.3,13.3444444444444,NA,5,16,27,16.9,0
"3683","3e avenue / Holt","Rosemont - La Petite-Patrie",887,8,2,"Monday",1,0,498.433333333333,15.5760416666667,NA,13,15,32,18.8,0
"3684","3e avenue / Holt","Rosemont - La Petite-Patrie",887,8,10,"Tuesday",0,0,29.8,14.9,6.97,0,1,2,26.5,10.4
"3685","3e avenue / Holt","Rosemont - La Petite-Patrie",887,9,12,"Sunday",1,0,279.716666666667,15.5398148148148,NA,5,9,18,19.1,0
"3686","3e avenue / Holt","Rosemont - La Petite-Patrie",887,9,15,"Wednesday",1,0,272.583333333333,14.3464912280702,NA,10,7,19,17.6,11.1
"3687","3e avenue / Holt","Rosemont - La Petite-Patrie",887,9,16,"Thursday",0,0,57.35,11.47,14.8525,1,3,5,16.9,0.2
"3688","3e avenue / Holt","Rosemont - La Petite-Patrie",887,9,20,"Monday",1,0,259.333333333333,11.2753623188406,NA,6,11,23,17.3,0
"3689","3e avenue / Holt","Rosemont - La Petite-Patrie",887,9,26,"Sunday",0,0,47.1166666666667,11.7791666666667,12.0675,3,1,4,16.7,0
"3690","3e avenue / Holt","Rosemont - La Petite-Patrie",887,9,30,"Thursday",1,0,415.566666666667,15.3913580246914,NA,12,11,27,11.3,0
"3691","3e avenue / Holt","Rosemont - La Petite-Patrie",887,10,10,"Sunday",0,0,64.9333333333333,12.9866666666667,15.99,0,5,5,16.2,0
"3692","3e avenue / Holt","Rosemont - La Petite-Patrie",887,10,11,"Monday",1,1,170.866666666667,11.3911111111111,NA,5,7,15,18.4,0
"3693","3e avenue / Holt","Rosemont - La Petite-Patrie",887,10,15,"Friday",0,0,75.2333333333333,10.747619047619,20.035,3,3,7,18.4,0
"3694","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,4,28,"Wednesday",0,0,25.5666666666667,12.7833333333333,6.335,1,1,2,12.8,4.3
"3695","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,5,2,"Sunday",0,0,28.3,28.3,5.495,1,0,1,10,0
"3696","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,5,14,"Friday",0,0,25.6,25.6,5.09,0,1,1,17.8,0
"3697","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,5,20,"Thursday",1,0,287.716666666667,13.0780303030303,NA,8,13,22,23.4,0
"3698","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,5,22,"Saturday",1,0,128.1,12.81,NA,4,5,10,23.6,0.3
"3699","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,6,1,"Tuesday",1,0,291.7,13.2590909090909,NA,9,12,22,19.3,1.4
"3700","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,6,14,"Monday",0,0,44.3833333333333,22.1916666666667,9.1575,0,2,2,20.6,7.8
"3701","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,6,18,"Friday",1,0,215.883333333333,13.4927083333333,NA,8,6,16,21.2,4.8
"3702","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,6,21,"Monday",0,0,7.83333333333333,7.83333333333333,2.425,0,1,1,24.1,2.9
"3703","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,7,29,"Thursday",0,0,47.8,15.9333333333333,10.92,1,1,3,17.7,0.7
"3704","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,8,7,"Saturday",1,0,166.433333333333,13.8694444444444,NA,4,7,12,23.6,0.8
"3705","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,8,12,"Thursday",1,0,117.516666666667,11.7516666666667,NA,4,6,10,26.9,0
"3706","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,8,30,"Monday",1,0,162.883333333333,11.6345238095238,NA,4,9,14,24.8,5.3
"3707","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,9,8,"Wednesday",0,0,7.5,7.5,2.375,0,1,1,18.6,1
"3708","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,10,2,"Saturday",0,0,56.2166666666667,14.0541666666667,13.4325,0,1,4,11.9,11.4
"3709","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,10,9,"Saturday",1,0,146.65,11.2807692307692,NA,4,9,13,16,0
"3710","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,10,17,"Sunday",1,0,89.4333333333333,8.13030303030303,NA,4,7,11,11.1,0.2
"3711","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,10,26,"Tuesday",1,0,148.366666666667,11.4128205128205,NA,4,7,13,9.6,6.4
"3712","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,11,6,"Saturday",0,0,16.0666666666667,5.35555555555556,6.16,0,1,3,5.5,0
"3713","Ernest-Gendreau / du Mont-Royal","Rosemont - La Petite-Patrie",620,11,10,"Wednesday",1,0,133.55,8.90333333333333,NA,4,10,15,6,0
"3714","William / St-Henri","Ville-Marie",422,4,22,"Thursday",1,0,275.483333333333,14.4991228070175,NA,2,12,19,0.8,0
"3715","William / St-Henri","Ville-Marie",422,5,1,"Saturday",1,0,651.833333333333,18.6238095238095,NA,7,24,35,5.9,0
"3716","William / St-Henri","Ville-Marie",422,5,6,"Thursday",0,0,63,31.5,11.95,1,1,2,10.2,0
"3717","William / St-Henri","Ville-Marie",422,5,7,"Friday",1,0,648.983333333333,18.0273148148148,NA,7,26,36,9.7,0
"3718","William / St-Henri","Ville-Marie",422,5,18,"Tuesday",1,0,483.333333333333,15.1041666666667,NA,12,19,32,20,0
"3719","William / St-Henri","Ville-Marie",422,6,4,"Friday",0,0,454.783333333333,30.3188888888889,86.9675,1,4,15,22,0
"3720","William / St-Henri","Ville-Marie",422,6,5,"Saturday",0,0,268.416666666667,22.3680555555556,55.2625,3,2,12,22.4,14.2
"3721","William / St-Henri","Ville-Marie",422,6,18,"Friday",1,0,495.95,13.4040540540541,NA,4,27,37,21.2,4.8
"3722","William / St-Henri","Ville-Marie",422,8,22,"Sunday",0,0,270.15,19.2964285714286,58.0225,2,9,14,28.2,0
"3723","William / St-Henri","Ville-Marie",422,8,26,"Thursday",1,0,713.166666666667,14.2633333333333,NA,10,28,50,27.6,0
"3724","William / St-Henri","Ville-Marie",422,9,5,"Sunday",1,0,259.716666666667,14.4287037037037,NA,7,4,18,19.5,13.6
"3725","William / St-Henri","Ville-Marie",422,9,6,"Monday",1,1,178.816666666667,9.93425925925926,NA,4,7,18,17.4,6.3
"3726","William / St-Henri","Ville-Marie",422,9,12,"Sunday",0,0,206.616666666667,22.9574074074074,42.2425,3,2,9,19.1,0
"3727","William / St-Henri","Ville-Marie",422,9,25,"Saturday",1,0,426.9,12.5558823529412,NA,6,25,34,16.7,0
"3728","William / St-Henri","Ville-Marie",422,9,26,"Sunday",1,0,477.55,14.4712121212121,NA,5,19,33,16.7,0
"3729","William / St-Henri","Ville-Marie",422,10,2,"Saturday",0,0,21.8333333333333,10.9166666666667,5.775,0,2,2,11.9,11.4
"3730","William / St-Henri","Ville-Marie",422,10,6,"Wednesday",0,0,99.7833333333333,12.4729166666667,24.9675,2,6,8,14.3,0
"3731","William / St-Henri","Ville-Marie",422,10,10,"Sunday",0,0,281.583333333333,28.1583333333333,54.7375,2,6,10,16.2,0
"3732","William / St-Henri","Ville-Marie",422,10,16,"Saturday",1,0,49.9666666666667,4.99666666666667,NA,3,4,10,15.8,18.7
"3733","William / St-Henri","Ville-Marie",422,10,28,"Thursday",0,0,115.95,14.49375,27.3925,1,5,8,7.9,0
"3734","10e avenue / Holt","Rosemont - La Petite-Patrie",868,4,28,"Wednesday",0,0,70.6666666666667,35.3333333333333,13.1,1,1,2,12.8,4.3
"3735","10e avenue / Holt","Rosemont - La Petite-Patrie",868,5,5,"Wednesday",1,0,180.233333333333,16.3848484848485,NA,5,5,11,10.7,0.8
"3736","10e avenue / Holt","Rosemont - La Petite-Patrie",868,5,28,"Friday",1,0,343.916666666667,17.1958333333333,NA,7,11,20,7.8,0
"3737","10e avenue / Holt","Rosemont - La Petite-Patrie",868,6,17,"Thursday",0,0,51.95,17.3166666666667,11.5425,2,1,3,18.2,0
"3738","10e avenue / Holt","Rosemont - La Petite-Patrie",868,6,18,"Friday",1,0,273.933333333333,13.6966666666667,NA,9,9,20,21.2,4.8
"3739","10e avenue / Holt","Rosemont - La Petite-Patrie",868,6,19,"Saturday",1,0,301.233333333333,15.0616666666667,NA,6,8,20,20.7,1.9
"3740","10e avenue / Holt","Rosemont - La Petite-Patrie",868,6,28,"Monday",0,0,32.3166666666667,8.07916666666667,9.8475,1,2,4,27,2.3
"3741","10e avenue / Holt","Rosemont - La Petite-Patrie",868,7,1,"Thursday",0,1,141.083333333333,17.6354166666667,31.1625,6,1,8,20.6,0
"3742","10e avenue / Holt","Rosemont - La Petite-Patrie",868,7,29,"Thursday",0,0,86.3166666666667,12.3309523809524,21.6975,5,1,7,17.7,0.7
"3743","10e avenue / Holt","Rosemont - La Petite-Patrie",868,8,8,"Sunday",0,0,76.3,9.5375,21.445,1,2,8,24,0
"3744","10e avenue / Holt","Rosemont - La Petite-Patrie",868,8,21,"Saturday",1,0,424.5,13.6935483870968,NA,9,16,31,27.5,0
"3745","10e avenue / Holt","Rosemont - La Petite-Patrie",868,9,13,"Monday",0,0,20.9666666666667,6.98888888888889,6.895,2,1,3,17.3,0.2
"3746","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,5,27,"Thursday",0,0,105.366666666667,13.1708333333333,25.805,0,6,8,11.5,0
"3747","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,6,12,"Saturday",0,0,158.25,17.5833333333333,34.9875,2,5,9,19.3,0
"3748","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,6,16,"Wednesday",1,0,480.833333333333,12.9954954954955,NA,5,26,37,15.2,0
"3749","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,6,17,"Thursday",1,0,352.583333333333,11.3736559139785,NA,7,21,31,18.2,0
"3750","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,6,22,"Tuesday",0,0,78.6833333333333,26.2277777777778,15.5525,1,2,3,15.5,0.2
"3751","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,6,30,"Wednesday",0,0,67.5166666666667,9.6452380952381,18.8775,2,5,7,23.4,31.7
"3752","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,7,2,"Friday",1,0,309.216666666667,10.6626436781609,NA,6,20,29,17.6,0
"3753","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,8,31,"Tuesday",0,0,77.3,12.8833333333333,19.095,2,4,6,20.6,0
"3754","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,9,16,"Thursday",1,0,475.966666666667,12.2042735042735,NA,5,28,39,16.9,0.2
"3755","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,9,26,"Sunday",0,0,97.1833333333333,12.1479166666667,24.5775,1,6,8,16.7,0
"3756","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,9,28,"Tuesday",0,0,158.133333333333,17.5703703703704,34.97,2,5,9,10.5,0.2
"3757","St-Urbain / Beaubien","Rosemont - La Petite-Patrie",619,10,24,"Sunday",1,0,336.5,12.462962962963,NA,5,21,27,7.3,0
"3758","Gloria / Dollard","LaSalle",966,6,13,"Sunday",0,0,42.4666666666667,42.4666666666667,7.62,0,1,1,21.6,2.8
"3759","Gloria / Dollard","LaSalle",966,6,14,"Monday",0,0,21.6166666666667,21.6166666666667,4.4925,0,1,1,20.6,7.8
"3760","Gloria / Dollard","LaSalle",966,6,18,"Friday",1,0,152.416666666667,21.7738095238095,NA,1,5,7,21.2,4.8
"3761","Gloria / Dollard","LaSalle",966,6,23,"Wednesday",1,0,88.8166666666667,22.2041666666667,NA,0,2,4,14.5,0
"3762","Gloria / Dollard","LaSalle",966,7,25,"Sunday",1,0,78.5666666666667,39.2833333333333,NA,0,1,2,22.8,13.9
"3763","Gloria / Dollard","LaSalle",966,8,20,"Friday",1,0,60.75,30.375,NA,0,1,2,25.9,0
"3764","Gloria / Dollard","LaSalle",966,8,26,"Thursday",0,0,101.766666666667,25.4416666666667,20.265,0,3,4,27.6,0
"3765","Gloria / Dollard","LaSalle",966,10,13,"Wednesday",1,0,109.566666666667,27.3916666666667,NA,1,3,4,16.7,0
"3766","Gloria / Dollard","LaSalle",966,10,17,"Sunday",1,0,45.8,11.45,NA,1,3,4,11.1,0.2
"3767","Gloria / Dollard","LaSalle",966,10,18,"Monday",1,0,48.3166666666667,24.1583333333333,NA,1,1,2,9.7,0.7
"3768","Gloria / Dollard","LaSalle",966,11,11,"Thursday",1,0,36.0833333333333,36.0833333333333,NA,0,1,1,3.9,0
"3769","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,5,12,"Wednesday",0,0,26.85,26.85,5.2775,0,1,1,12,0
"3770","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,5,18,"Tuesday",1,0,245.783333333333,15.3614583333333,NA,2,13,16,20,0
"3771","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,6,28,"Monday",1,0,219.666666666667,10.9833333333333,NA,2,14,20,27,2.3
"3772","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,8,11,"Wednesday",0,0,21.05,10.525,5.6575,0,0,2,27,5
"3773","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,8,16,"Monday",0,0,238.883333333333,19.9069444444444,50.8325,2,3,12,19.5,0
"3774","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,8,16,"Monday",1,0,180.75,11.296875,NA,2,12,16,19.5,0
"3775","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,9,10,"Friday",1,0,343.333333333333,11.4444444444444,NA,5,22,30,17.1,0.3
"3776","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,9,16,"Thursday",1,0,487.516666666667,14.3387254901961,NA,9,24,34,16.9,0.2
"3777","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,9,29,"Wednesday",1,0,295.366666666667,12.8420289855072,NA,2,20,23,11.2,0
"3778","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,10,1,"Friday",1,0,426.05,13.7435483870968,NA,1,25,31,12.5,0
"3779","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,10,3,"Sunday",1,0,127.033333333333,15.8791666666667,NA,2,5,8,13,0.7
"3780","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,10,12,"Tuesday",1,0,134.133333333333,11.1777777777778,NA,0,12,12,18.5,0
"3781","de la Gauchetière / Robert-Bourassa","Ville-Marie",389,10,31,"Sunday",0,0,28.8833333333333,9.62777777777778,8.0825,1,1,3,9.6,37
"3782","Jean Langlois / Fullum","Ville-Marie",292,4,22,"Thursday",0,0,11.4833333333333,11.4833333333333,2.9725,0,1,1,0.8,0
"3783","Jean Langlois / Fullum","Ville-Marie",292,4,22,"Thursday",1,0,64.55,9.22142857142857,NA,1,6,7,0.8,0
"3784","Jean Langlois / Fullum","Ville-Marie",292,6,10,"Thursday",1,0,332.766666666667,13.8652777777778,NA,9,12,24,18.5,0
"3785","Jean Langlois / Fullum","Ville-Marie",292,6,12,"Saturday",1,0,173.316666666667,17.3316666666667,NA,1,5,10,19.3,0
"3786","Jean Langlois / Fullum","Ville-Marie",292,6,18,"Friday",1,0,88.6833333333333,9.8537037037037,NA,7,1,9,21.2,4.8
"3787","Jean Langlois / Fullum","Ville-Marie",292,6,19,"Saturday",0,0,18.85,18.85,4.0775,0,0,1,20.7,1.9
"3788","Jean Langlois / Fullum","Ville-Marie",292,6,30,"Wednesday",0,0,10.1333333333333,10.1333333333333,2.77,0,1,1,23.4,31.7
"3789","Jean Langlois / Fullum","Ville-Marie",292,8,17,"Tuesday",0,0,35.7333333333333,11.9111111111111,9.11,2,0,3,21.2,0
"3790","Jean Langlois / Fullum","Ville-Marie",292,8,22,"Sunday",0,0,110.966666666667,18.4944444444444,24.145,1,5,6,28.2,0
"3791","Jean Langlois / Fullum","Ville-Marie",292,8,24,"Tuesday",0,0,55.0666666666667,18.3555555555556,12.01,2,0,3,27.2,0
"3792","Jean Langlois / Fullum","Ville-Marie",292,8,29,"Sunday",1,0,128.533333333333,11.6848484848485,NA,4,6,11,19.3,6.5
"3793","Jean Langlois / Fullum","Ville-Marie",292,9,4,"Saturday",0,0,281.683333333333,25.6075757575758,56.0025,0,7,11,19,0
"3794","Jean Langlois / Fullum","Ville-Marie",292,9,5,"Sunday",1,0,51.9666666666667,12.9916666666667,NA,1,1,4,19.5,13.6
"3795","Jean Langlois / Fullum","Ville-Marie",292,9,8,"Wednesday",1,0,268.433333333333,17.8955555555556,NA,5,9,15,18.6,1
"3796","Jean Langlois / Fullum","Ville-Marie",292,9,12,"Sunday",0,0,18.1333333333333,18.1333333333333,3.97,0,0,1,19.1,0
"3797","Jean Langlois / Fullum","Ville-Marie",292,9,16,"Thursday",0,0,30.3666666666667,30.3666666666667,5.805,0,1,1,16.9,0.2
"3798","Jean Langlois / Fullum","Ville-Marie",292,10,7,"Thursday",1,0,172.483333333333,12.3202380952381,NA,4,9,14,14.4,0
"3799","Molson / Beaubien","Rosemont - La Petite-Patrie",558,4,14,"Wednesday",1,0,344.466666666667,16.4031746031746,NA,12,9,21,12.4,0
"3800","Molson / Beaubien","Rosemont - La Petite-Patrie",558,4,27,"Tuesday",1,0,240.65,15.040625,NA,4,12,16,8,0
"3801","Molson / Beaubien","Rosemont - La Petite-Patrie",558,5,7,"Friday",0,0,85.4333333333333,17.0866666666667,19.065,1,1,5,9.7,0
"3802","Molson / Beaubien","Rosemont - La Petite-Patrie",558,5,11,"Tuesday",0,0,7.61666666666667,7.61666666666667,2.3925,1,0,1,9.8,0
"3803","Molson / Beaubien","Rosemont - La Petite-Patrie",558,6,26,"Saturday",1,0,164.683333333333,13.7236111111111,NA,3,3,12,21.4,20.8
"3804","Molson / Beaubien","Rosemont - La Petite-Patrie",558,7,20,"Tuesday",0,0,78.8166666666667,11.2595238095238,20.5725,1,5,7,21.2,9.6
"3805","Molson / Beaubien","Rosemont - La Petite-Patrie",558,8,5,"Thursday",1,0,796.833333333333,15.0345911949686,NA,4,32,53,22.1,0
"3806","Molson / Beaubien","Rosemont - La Petite-Patrie",558,8,16,"Monday",1,0,696.316666666667,16.5789682539683,NA,10,21,42,19.5,0
"3807","Molson / Beaubien","Rosemont - La Petite-Patrie",558,9,18,"Saturday",1,0,426.233333333333,13.7494623655914,NA,10,12,31,18.7,0
"3808","Molson / Beaubien","Rosemont - La Petite-Patrie",558,9,27,"Monday",1,0,421.616666666667,13.6005376344086,NA,12,16,31,13.6,3.1
"3809","Molson / Beaubien","Rosemont - La Petite-Patrie",558,10,7,"Thursday",1,0,629.4,16.1384615384615,NA,14,17,39,14.4,0
"3810","Molson / Beaubien","Rosemont - La Petite-Patrie",558,10,13,"Wednesday",1,0,343.616666666667,12.2720238095238,NA,15,10,28,16.7,0
"3811","Molson / Beaubien","Rosemont - La Petite-Patrie",558,11,3,"Wednesday",0,0,80.9333333333333,10.1166666666667,22.14,2,5,8,2.2,0
"3812","Molson / Beaubien","Rosemont - La Petite-Patrie",558,11,10,"Wednesday",1,0,288.55,15.1868421052632,NA,6,9,19,6,0
"3813","Molson / Beaubien","Rosemont - La Petite-Patrie",558,11,15,"Monday",1,0,150.533333333333,11.5794871794872,NA,1,9,13,2.7,5.3
"3814","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,5,5,"Wednesday",0,0,15.0333333333333,15.0333333333333,3.505,0,1,1,10.7,0.8
"3815","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,5,23,"Sunday",1,0,277.15,13.197619047619,NA,5,12,21,15.8,0.5
"3816","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,6,1,"Tuesday",0,0,47.35,23.675,9.6025,0,2,2,19.3,1.4
"3817","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,6,22,"Tuesday",0,0,21.4666666666667,21.4666666666667,4.47,0,1,1,15.5,0.2
"3818","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,7,8,"Thursday",0,0,3.31666666666667,3.31666666666667,1.7475,0,1,1,17.2,16.1
"3819","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,9,4,"Saturday",1,0,693.916666666667,16.5218253968254,NA,7,16,42,19,0
"3820","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,9,5,"Sunday",0,0,152.65,15.265,35.3975,2,3,10,19.5,13.6
"3821","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,9,16,"Thursday",1,0,836.783333333333,13.2822751322751,NA,10,28,63,16.9,0.2
"3822","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,9,29,"Wednesday",1,0,517.916666666667,12.3313492063492,NA,8,24,42,11.2,0
"3823","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,10,2,"Saturday",1,0,275.866666666667,11.0346666666667,NA,0,15,25,11.9,11.4
"3824","Gare d'autocars de Montréal (Berri / Ontario)","Ville-Marie",274,10,8,"Friday",0,0,105.5,11.7222222222222,27.075,0,8,9,15.4,0
"3825","Métro Pie-IX (Pierre-de-Coubertin / de la Salle)","Mercier - Hochelaga-Maisonneuve",1010,6,10,"Thursday",0,0,63.1,15.775,14.465,0,3,4,18.5,0
"3826","Métro Pie-IX (Pierre-de-Coubertin / de la Salle)","Mercier - Hochelaga-Maisonneuve",1010,6,19,"Saturday",0,0,145.85,24.3083333333333,29.3775,1,4,6,20.7,1.9
