"","name","arrond","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
"1","St-Urbain / René-Lévesque","Ville-Marie",625,5,2,"Sunday",1,0,244.283333333333,14.3696078431373,NA,2,14,17,10,0
"2","St-Urbain / René-Lévesque","Ville-Marie",625,5,28,"Friday",0,0,84.45,14.075,20.1675,2,2,6,7.8,0
"3","St-Urbain / René-Lévesque","Ville-Marie",625,5,28,"Friday",1,0,337,12.0357142857143,NA,6,14,28,7.8,0
"4","St-Urbain / René-Lévesque","Ville-Marie",625,6,3,"Thursday",1,0,227.85,12.6583333333333,NA,2,14,18,17.5,6.3
"5","St-Urbain / René-Lévesque","Ville-Marie",625,6,14,"Monday",0,0,102.05,17.0083333333333,22.8075,0,6,6,20.6,7.8
"6","St-Urbain / René-Lévesque","Ville-Marie",625,6,25,"Friday",1,0,637.283333333333,15.9320833333333,NA,2,24,40,22.2,0
"7","St-Urbain / René-Lévesque","Ville-Marie",625,7,2,"Friday",0,0,312.716666666667,17.3731481481481,69.4075,3,7,18,17.6,0
"8","St-Urbain / René-Lévesque","Ville-Marie",625,7,24,"Saturday",0,0,726.183333333333,22.0055555555556,150.1775,1,17,33,21.9,0.6
"9","St-Urbain / René-Lévesque","Ville-Marie",625,8,3,"Tuesday",0,0,171.266666666667,24.4666666666667,34.44,1,0,7,21.5,0.2
"10","St-Urbain / René-Lévesque","Ville-Marie",625,8,8,"Sunday",1,0,479.95,17.1410714285714,NA,4,20,28,24,0
"11","St-Urbain / René-Lévesque","Ville-Marie",625,8,12,"Thursday",0,0,106.433333333333,13.3041666666667,25.965,0,4,8,26.9,0
"12","St-Urbain / René-Lévesque","Ville-Marie",625,8,12,"Thursday",1,0,777.45,13.8830357142857,NA,8,37,56,26.9,0
"13","St-Urbain / René-Lévesque","Ville-Marie",625,9,4,"Saturday",0,0,540.65,21.626,112.3475,5,11,25,19,0
"14","Roy / St-Laurent","Le Plateau-Mont-Royal",334,5,19,"Wednesday",0,0,154.383333333333,12.8652777777778,38.1575,4,6,12,19.2,0
"15","Roy / St-Laurent","Le Plateau-Mont-Royal",334,5,19,"Wednesday",1,0,785.033333333333,12.0774358974359,NA,16,40,65,19.2,0
"16","Roy / St-Laurent","Le Plateau-Mont-Royal",334,6,14,"Monday",1,0,802.583333333333,9.12026515151515,NA,18,61,88,20.6,7.8
"17","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,4,23,"Friday",1,0,244.516666666667,13.5842592592593,NA,7,11,18,8.3,0
"18","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,5,2,"Sunday",0,0,23.3833333333333,11.6916666666667,6.0075,0,2,2,10,0
"19","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,5,24,"Monday",0,1,161.3,26.8833333333333,31.695,1,5,6,14.4,0
"20","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,6,8,"Tuesday",1,0,359.166666666667,11.5860215053763,NA,10,18,31,26.3,0
"21","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,7,2,"Friday",0,0,190.033333333333,15.8361111111111,43.505,1,4,12,17.6,0
"22","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,8,4,"Wednesday",0,0,72.2,14.44,17.08,1,3,5,21.1,0.2
"23","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,8,8,"Sunday",0,0,133.933333333333,13.3933333333333,32.59,1,5,10,24,0
"24","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,8,16,"Monday",1,0,457.8,12.0473684210526,NA,14,17,38,19.5,0
"25","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,8,30,"Monday",1,0,385.083333333333,11.6691919191919,NA,5,21,33,24.8,5.3
"26","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,9,10,"Friday",0,0,182.35,14.0269230769231,43.6025,2,8,13,17.1,0.3
"27","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,10,10,"Sunday",0,0,52.9166666666667,13.2291666666667,12.9375,0,1,4,16.2,0
"28","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,10,14,"Thursday",1,0,842.533333333333,14.7812865497076,NA,17,29,57,18.3,0
"29","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,10,22,"Friday",0,0,112.816666666667,12.5351851851852,28.1725,2,4,9,8.7,13.8
"30","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,10,30,"Saturday",0,0,200.783333333333,15.4448717948718,46.3675,1,6,13,8.2,11.6
"31","Lajeunesse / Villeray","Villeray - Saint-Michel - Parc-Extension",665,11,2,"Tuesday",1,0,217.533333333333,12.7960784313725,NA,9,7,17,5.4,4
"32","Parc Plage","Ville-Marie",515,7,6,"Tuesday",0,0,8.5,8.5,2.525,1,0,1,23.1,1.2
"33","Parc Plage","Ville-Marie",515,7,14,"Wednesday",0,0,34.3666666666667,11.4555555555556,8.905,0,0,3,24.2,0
"34","Parc Plage","Ville-Marie",515,7,24,"Saturday",0,0,429.283333333333,30.6630952380952,81.8925,0,14,14,21.9,0.6
"35","Parc Plage","Ville-Marie",515,8,6,"Friday",1,0,495.35,21.5369565217391,NA,1,21,23,25.1,0.2
"36","Parc Plage","Ville-Marie",515,8,7,"Saturday",0,0,97.1666666666667,9.71666666666667,27.075,0,10,10,23.6,0.8
"37","Parc Plage","Ville-Marie",515,8,11,"Wednesday",0,0,223.9,27.9875,43.585,0,8,8,27,5
"38","Parc Plage","Ville-Marie",515,8,31,"Tuesday",1,0,162.833333333333,32.5666666666667,NA,0,4,5,20.6,0
"39","Parc Plage","Ville-Marie",515,9,6,"Monday",1,1,141.583333333333,35.3958333333333,NA,1,1,4,17.4,6.3
"40","Parc Plage","Ville-Marie",515,10,8,"Friday",0,0,9.65,9.65,2.6975,1,0,1,15.4,0
"41","Parc Plage","Ville-Marie",515,11,10,"Wednesday",1,0,128.016666666667,32.0041666666667,NA,2,1,4,6,0
"42","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,4,11,"Sunday",1,0,599.183333333333,13.3151851851852,NA,10,34,45,12.5,0
"43","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,5,14,"Friday",1,0,678.783333333333,10.4428205128205,NA,14,37,65,17.8,0
"44","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,5,25,"Tuesday",0,0,76.55,19.1375,16.4825,2,2,4,19.7,0.5
"45","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,6,2,"Wednesday",1,0,631.25,11.2723214285714,NA,16,32,56,20.9,0
"46","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,6,12,"Saturday",1,0,729.283333333333,11.2197435897436,NA,11,32,65,19.3,0
"47","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,6,26,"Saturday",1,0,432.55,12.7220588235294,NA,3,24,34,21.4,20.8
"48","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,7,3,"Saturday",0,0,201.983333333333,18.3621212121212,44.0475,2,4,11,16.5,0
"49","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,7,25,"Sunday",0,0,76.6166666666667,12.7694444444444,18.9925,0,6,6,22.8,13.9
"50","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,7,26,"Monday",1,0,892.233333333333,11.2940928270042,NA,21,40,79,23.5,0
"51","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,8,5,"Thursday",1,0,677.966666666667,11.4909604519774,NA,20,21,59,22.1,0
"52","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,10,28,"Thursday",1,0,478.166666666667,8.38888888888889,NA,18,25,57,7.9,0
"53","Marie-Anne / de la Roche","Le Plateau-Mont-Royal",266,11,6,"Saturday",0,0,150.733333333333,21.5333333333333,31.36,0,7,7,5.5,0
"54","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,5,18,"Tuesday",0,0,43.1333333333333,43.1333333333333,7.72,0,1,1,20,0
"55","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,5,24,"Monday",1,1,297.383333333333,22.875641025641,NA,1,10,13,14.4,0
"56","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,6,15,"Tuesday",1,0,146.466666666667,16.2740740740741,NA,3,4,9,17.9,0
"57","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,6,16,"Wednesday",0,0,15.7,15.7,3.605,0,0,1,15.2,0
"58","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,8,23,"Monday",1,0,47.6,23.8,NA,1,1,2,26.7,0
"59","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,9,10,"Friday",0,0,13.9166666666667,13.9166666666667,3.3375,0,0,1,17.1,0.3
"60","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,9,26,"Sunday",0,0,37.45,37.45,6.8675,0,1,1,16.7,0
"61","2e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",641,10,30,"Saturday",0,0,39,19.5,8.35,0,2,2,8.2,11.6
"62","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,4,18,"Sunday",0,0,173.8,28.9666666666667,33.57,0,6,6,9.1,0
"63","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,4,28,"Wednesday",0,0,100.9,16.8166666666667,22.635,3,3,6,12.8,4.3
"64","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,4,29,"Thursday",0,0,31.1,15.55,7.165,0,2,2,13.8,0.8
"65","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,4,30,"Friday",1,0,299.916666666667,13.6325757575758,NA,4,13,22,7.9,27.8
"66","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,5,12,"Wednesday",0,0,179.416666666667,17.9416666666667,39.4125,5,5,10,12,0
"67","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,6,28,"Monday",0,0,224.116666666667,17.2397435897436,49.8675,2,7,13,27,2.3
"68","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,7,11,"Sunday",1,0,1776.96666666667,16.3024464831804,NA,16,67,109,21,0
"69","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,9,2,"Thursday",1,0,2200.18333333333,12.8665692007797,NA,41,106,171,15.6,0
"70","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,9,3,"Friday",0,0,532.65,18.3672413793103,116.1475,6,15,29,18,0
"71","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,9,6,"Monday",1,1,781.433333333333,13.4729885057471,NA,14,35,58,17.4,6.3
"72","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,9,22,"Wednesday",0,0,355.666666666667,12.702380952381,88.35,7,16,28,20.8,0.2
"73","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,10,11,"Monday",0,1,509.416666666667,16.9805555555556,113.9125,2,15,30,18.4,0
"74","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,10,13,"Wednesday",0,0,273.333333333333,11.8840579710145,69.75,2,9,23,16.7,0
"75","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,10,16,"Saturday",1,0,494.516666666667,8.67573099415205,NA,15,20,57,15.8,18.7
"76","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,10,18,"Monday",0,0,202.766666666667,11.2648148148148,52.915,1,10,18,9.7,0.7
"77","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,10,26,"Tuesday",0,0,61.4666666666667,8.78095238095238,17.97,1,2,7,9.6,6.4
"78","Métro Atwater (Atwater / Ste-Catherine)","Ville-Marie",359,11,7,"Sunday",1,0,646.316666666667,11.541369047619,NA,7,37,56,6.9,0
"79","Place d'Youville / McGill","Ville-Marie",950,5,10,"Monday",0,0,69.85,17.4625,15.4775,1,3,4,11.4,0
"80","Place d'Youville / McGill","Ville-Marie",950,5,22,"Saturday",1,0,634.583333333333,18.6642156862745,NA,11,21,34,23.6,0.3
"81","Place d'Youville / McGill","Ville-Marie",950,5,29,"Saturday",0,0,116.266666666667,23.2533333333333,23.69,0,4,5,11.4,0
"82","Place d'Youville / McGill","Ville-Marie",950,7,21,"Wednesday",0,0,90.6666666666667,15.1111111111111,21.1,0,3,6,20,1.5
"83","Place d'Youville / McGill","Ville-Marie",950,7,24,"Saturday",1,0,767.45,15.349,NA,7,28,50,21.9,0.6
"84","Place d'Youville / McGill","Ville-Marie",950,9,24,"Friday",0,0,163.2,18.1333333333333,35.73,0,8,9,18.3,26.5
"85","Place d'Youville / McGill","Ville-Marie",950,9,27,"Monday",1,0,581.15,18.7467741935484,NA,8,14,31,13.6,3.1
"86","Place d'Youville / McGill","Ville-Marie",950,10,12,"Tuesday",0,0,228.233333333333,16.302380952381,51.735,4,8,14,18.5,0
"87","Place d'Youville / McGill","Ville-Marie",950,11,4,"Thursday",1,0,225.2,10.2363636363636,NA,8,10,22,1.3,0.2
"88","Place d'Youville / McGill","Ville-Marie",950,11,5,"Friday",1,0,426.6,17.064,NA,8,14,25,3.5,0
"89","Place d'Youville / McGill","Ville-Marie",950,11,13,"Saturday",0,0,90.3166666666667,22.5791666666667,18.5475,0,1,4,5.3,2.5
"90","Place d'Youville / McGill","Ville-Marie",950,11,15,"Monday",1,0,115.1,8.85384615384615,NA,2,9,13,2.7,5.3
"91","de Bleury / de Maisonneuve","Ville-Marie",779,4,19,"Monday",1,0,263.683333333333,15.5107843137255,NA,0,17,17,12.3,0
"92","de Bleury / de Maisonneuve","Ville-Marie",779,5,17,"Monday",1,0,296.016666666667,12.8702898550725,NA,6,15,23,17.9,0.2
"93","de Bleury / de Maisonneuve","Ville-Marie",779,6,14,"Monday",1,0,343.3,12.7148148148148,NA,3,20,27,20.6,7.8
"94","de Bleury / de Maisonneuve","Ville-Marie",779,6,17,"Thursday",0,0,189.45,15.7875,43.4175,1,5,12,18.2,0
"95","de Bleury / de Maisonneuve","Ville-Marie",779,7,20,"Tuesday",1,0,411.7,10.8342105263158,NA,9,22,38,21.2,9.6
"96","de Bleury / de Maisonneuve","Ville-Marie",779,7,31,"Saturday",0,0,170.4,17.04,38.06,0,8,10,17.9,0
"97","de Bleury / de Maisonneuve","Ville-Marie",779,8,3,"Tuesday",1,0,506.083333333333,12.9764957264957,NA,6,24,39,21.5,0.2
"98","de Bleury / de Maisonneuve","Ville-Marie",779,8,8,"Sunday",0,0,282.016666666667,16.5892156862745,63.5525,2,8,17,24,0
"99","de Bleury / de Maisonneuve","Ville-Marie",779,8,23,"Monday",0,0,97.5,16.25,22.125,1,4,6,26.7,0
"100","de Bleury / de Maisonneuve","Ville-Marie",779,9,1,"Wednesday",1,0,511.616666666667,11.3692592592593,NA,4,27,45,18,0
"101","de Bleury / de Maisonneuve","Ville-Marie",779,9,15,"Wednesday",0,0,317.266666666667,17.6259259259259,70.09,2,9,18,17.6,11.1
"102","de Bleury / de Maisonneuve","Ville-Marie",779,9,21,"Tuesday",0,0,61.75,15.4375,14.2625,0,4,4,20.2,0
"103","de Bleury / de Maisonneuve","Ville-Marie",779,9,22,"Wednesday",1,0,881.45,13.355303030303,NA,11,48,66,20.8,0.2
"104","de Bleury / de Maisonneuve","Ville-Marie",779,9,30,"Thursday",0,0,109.383333333333,15.6261904761905,25.1575,0,6,7,11.3,0
"105","de Bleury / de Maisonneuve","Ville-Marie",779,10,19,"Tuesday",1,0,418.583333333333,11.6273148148148,NA,5,26,36,8.8,0
"106","de Bleury / de Maisonneuve","Ville-Marie",779,11,3,"Wednesday",1,0,318.416666666667,9.6489898989899,NA,3,21,33,2.2,0
"107","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,5,31,"Monday",1,0,303.95,20.2633333333333,NA,1,11,15,15.7,0
"108","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,6,8,"Tuesday",1,0,370.133333333333,23.1333333333333,NA,4,11,16,26.3,0
"109","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,6,9,"Wednesday",1,0,285.983333333333,17.8739583333333,NA,3,8,16,24.1,0
"110","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,6,13,"Sunday",1,0,287.583333333333,23.9652777777778,NA,5,4,12,21.6,2.8
"111","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,6,20,"Sunday",0,0,42.8666666666667,8.57333333333333,12.68,1,3,5,21.8,0
"112","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,7,15,"Thursday",1,0,383.35,17.425,NA,4,16,22,25.3,3.2
"113","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,7,22,"Thursday",1,0,360.8,13.8769230769231,NA,5,17,26,19.6,0
"114","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,7,31,"Saturday",0,0,64.55,16.1375,14.6825,2,2,4,17.9,0
"115","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,8,4,"Wednesday",0,0,24.3333333333333,12.1666666666667,6.15,0,1,2,21.1,0.2
"116","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,8,7,"Saturday",1,0,110.25,15.75,NA,1,4,7,23.6,0.8
"117","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,8,8,"Sunday",0,0,40.95,10.2375,11.1425,0,4,4,24,0
"118","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,8,12,"Thursday",1,0,276.7,15.3722222222222,NA,7,11,18,26.9,0
"119","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,9,18,"Saturday",0,0,67.6833333333333,9.66904761904762,18.9025,3,1,7,18.7,0
"120","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,9,20,"Monday",1,0,356.3,18.7526315789474,NA,6,10,19,17.3,0
"121","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,10,23,"Saturday",1,0,87.4833333333333,10.9354166666667,NA,3,3,8,4.9,0
"122","Grand Boulevard / de Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",511,10,30,"Saturday",1,0,127.366666666667,14.1518518518519,NA,3,4,9,8.2,11.6
"123","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,4,17,"Saturday",0,0,254.45,18.175,55.6675,0,13,14,6.8,0
"124","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,5,14,"Friday",1,0,1654.13333333333,11.567365967366,NA,26,97,143,17.8,0
"125","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,5,23,"Sunday",0,0,361.5,17.2142857142857,80.475,2,14,21,15.8,0.5
"126","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,5,24,"Monday",1,1,1448.05,12.5917391304348,NA,17,83,115,14.4,0
"127","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,5,30,"Sunday",0,0,183.2,11.45,47.48,1,12,16,13.6,0.9
"128","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,6,6,"Sunday",0,0,510.833333333333,18.2440476190476,111.625,3,14,28,24.5,0
"129","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,6,11,"Friday",1,0,2116.95,10.8561538461538,NA,37,98,195,19.7,0.2
"130","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,6,26,"Saturday",0,0,375.85,12.5283333333333,93.8775,1,10,30,21.4,20.8
"131","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,6,29,"Tuesday",0,0,439.466666666667,14.1763440860215,104.67,8,11,31,25.6,0
"132","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,7,8,"Thursday",1,0,1280.51666666667,9.70088383838384,NA,31,69,132,17.2,16.1
"133","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,8,17,"Tuesday",0,0,721.266666666667,20.607619047619,151.94,2,20,35,21.2,0
"134","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,8,23,"Monday",0,0,535.133333333333,12.7412698412698,132.77,9,16,42,26.7,0
"135","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,9,2,"Thursday",1,0,3645.96666666667,11.7611827956989,NA,58,165,310,15.6,0
"136","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,9,9,"Thursday",1,0,3241.45,11.4135563380282,NA,63,159,284,19.5,1.6
"137","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,9,17,"Friday",0,0,919.4,13.3246376811594,224.16,8,26,69,19.8,0
"138","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,11,5,"Friday",0,0,483.25,14.2132352941176,114.9875,1,17,34,3.5,0
"139","Métro Mont-Royal (Rivard / du Mont-Royal)","Le Plateau-Mont-Royal",256,11,8,"Monday",1,0,1394.35,9.29566666666667,NA,25,94,150,10.5,0.2
"140","Metcalfe / de Maisonneuve","Ville-Marie",393,4,19,"Monday",0,0,20.3666666666667,10.1833333333333,5.555,0,1,2,12.3,0
"141","Metcalfe / de Maisonneuve","Ville-Marie",393,5,19,"Wednesday",0,0,19.4833333333333,19.4833333333333,4.1725,0,1,1,19.2,0
"142","Metcalfe / de Maisonneuve","Ville-Marie",393,6,18,"Friday",1,0,195.2,16.2666666666667,NA,1,10,12,21.2,4.8
"143","Metcalfe / de Maisonneuve","Ville-Marie",393,7,13,"Tuesday",0,0,85.4166666666667,21.3541666666667,17.8125,0,4,4,23.2,5.8
"144","Metcalfe / de Maisonneuve","Ville-Marie",393,7,17,"Saturday",1,0,166.466666666667,27.7444444444444,NA,0,2,6,21.7,0
"145","Metcalfe / de Maisonneuve","Ville-Marie",393,7,21,"Wednesday",1,0,365.166666666667,14.6066666666667,NA,3,17,25,20,1.5
"146","Metcalfe / de Maisonneuve","Ville-Marie",393,7,24,"Saturday",1,0,236.216666666667,16.872619047619,NA,1,9,14,21.9,0.6
"147","Metcalfe / de Maisonneuve","Ville-Marie",393,7,28,"Wednesday",1,0,340.05,14.7847826086957,NA,5,11,23,19.2,0
"148","Metcalfe / de Maisonneuve","Ville-Marie",393,8,3,"Tuesday",1,0,408.666666666667,12.7708333333333,NA,3,24,32,21.5,0.2
"149","Metcalfe / de Maisonneuve","Ville-Marie",393,8,6,"Friday",0,0,143.3,14.33,33.995,0,9,10,25.1,0.2
"150","Metcalfe / de Maisonneuve","Ville-Marie",393,8,19,"Thursday",0,0,41.9833333333333,41.9833333333333,7.5475,0,1,1,23.7,0.5
"151","Metcalfe / de Maisonneuve","Ville-Marie",393,9,23,"Thursday",1,0,415.283333333333,14.3201149425287,NA,4,24,29,24.7,6.3
"152","Metcalfe / de Maisonneuve","Ville-Marie",393,9,24,"Friday",1,0,323.7,13.4875,NA,0,24,24,18.3,26.5
"153","Metcalfe / de Maisonneuve","Ville-Marie",393,10,7,"Thursday",1,0,342.533333333333,13.174358974359,NA,2,20,26,14.4,0
"154","Metcalfe / de Maisonneuve","Ville-Marie",393,10,13,"Wednesday",0,0,28.1333333333333,5.62666666666667,10.47,2,3,5,16.7,0
"155","Metcalfe / de Maisonneuve","Ville-Marie",393,10,23,"Saturday",1,0,103.266666666667,6.88444444444444,NA,0,11,15,4.9,0
"156","Metcalfe / de Maisonneuve","Ville-Marie",393,11,10,"Wednesday",1,0,234.733333333333,9.78055555555556,NA,4,20,24,6,0
"157","Metcalfe / de Maisonneuve","Ville-Marie",393,11,11,"Thursday",1,0,263.833333333333,10.9930555555556,NA,1,15,24,3.9,0
"158","de la Commune / St-Sulpice","Ville-Marie",469,4,17,"Saturday",0,0,383.366666666667,29.4897435897436,73.755,0,13,13,6.8,0
"159","de la Commune / St-Sulpice","Ville-Marie",469,4,25,"Sunday",1,0,440.366666666667,20.0166666666667,NA,7,15,22,9.2,1.4
"160","de la Commune / St-Sulpice","Ville-Marie",469,5,17,"Monday",1,0,1392.26666666667,19.337037037037,NA,7,55,72,17.9,0.2
"161","de la Commune / St-Sulpice","Ville-Marie",469,5,25,"Tuesday",0,0,498.6,31.1625,94.79,7,7,16,19.7,0.5
"162","de la Commune / St-Sulpice","Ville-Marie",469,6,12,"Saturday",0,0,2735.03333333333,27.0795379537954,536.505,10,47,101,19.3,0
"163","de la Commune / St-Sulpice","Ville-Marie",469,6,24,"Thursday",1,1,1879.03333333333,21.112734082397,NA,9,58,89,20.4,0
"164","de la Commune / St-Sulpice","Ville-Marie",469,7,4,"Sunday",1,0,1765.41666666667,19.6157407407407,NA,7,49,90,18.4,0
"165","de la Commune / St-Sulpice","Ville-Marie",469,7,7,"Wednesday",1,0,1051.53333333333,15.9323232323232,NA,9,36,66,16.4,0
"166","de la Commune / St-Sulpice","Ville-Marie",469,7,18,"Sunday",1,0,1518.03333333333,17.4486590038314,NA,7,41,87,21.8,0
"167","de la Commune / St-Sulpice","Ville-Marie",469,8,4,"Wednesday",0,0,991.6,26.8,194.99,0,25,37,21.1,0.2
"168","de la Commune / St-Sulpice","Ville-Marie",469,8,16,"Monday",1,0,1279.8,15.2357142857143,NA,9,51,84,19.5,0
"169","de la Commune / St-Sulpice","Ville-Marie",469,8,30,"Monday",0,0,1401.53333333333,25.027380952381,280.23,7,39,56,24.8,5.3
"170","de la Commune / St-Sulpice","Ville-Marie",469,9,10,"Friday",1,0,1005.33333333333,16.2150537634409,NA,5,35,62,17.1,0.3
"171","de la Commune / St-Sulpice","Ville-Marie",469,10,16,"Saturday",1,0,368.416666666667,14.1698717948718,NA,5,8,26,15.8,18.7
"172","de la Commune / St-Sulpice","Ville-Marie",469,10,22,"Friday",1,0,546.916666666667,12.718992248062,NA,4,29,43,8.7,13.8
"173","de la Commune / St-Sulpice","Ville-Marie",469,10,27,"Wednesday",0,0,330.55,19.4441176470588,70.8325,4,8,17,9.6,0
"174","de la Commune / St-Sulpice","Ville-Marie",469,11,2,"Tuesday",0,0,310.633333333333,17.2574074074074,69.095,1,16,18,5.4,4
"175","de la Commune / St-Sulpice","Ville-Marie",469,11,3,"Wednesday",1,0,413.9,14.2724137931034,NA,2,21,29,2.2,0
"176","de la Commune / St-Sulpice","Ville-Marie",469,11,12,"Friday",0,0,213.266666666667,17.7722222222222,46.99,0,5,12,7.7,20.4
"177","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,5,5,"Wednesday",1,0,254.866666666667,11.5848484848485,NA,5,12,22,10.7,0.8
"178","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,5,8,"Saturday",0,0,312.066666666667,17.337037037037,69.31,2,8,18,11.7,0
"179","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,5,9,"Sunday",0,0,457.183333333333,28.5739583333333,88.5775,0,13,16,11.4,0
